17,0002188812012,,,,1,,,RAINBOW LIGHT,,,,,,GUMMY POWER SOURS MULTIVITAMIN,,,,,120.00,,,CNT,,,Mar 13 2016 1,,,,3.55,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 8,   Length: 4' 0.00"",    Height: 0' 10.00"",   Depth: 1' 5.00"",   Product: 3' 11.99""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0076899030126,,,,1,,,NORDIC NATURALS,,,,,,NORDIC BERRIES-CHERRY BERRY,,,,,120.00,,,CHW,,,,,,,3.82,,,,,
2,0076899030120,,,,1,,,NORDIC NATURALS,,,,,,NORDIC BERRIES,,,,,120.00,,,CHW,,,Mar 13 2016 1,,,,3.82,,,,,
3,0076899030124,,,,1,,,NORDIC NATURALS,,,,,,NORDIC BERRIES-CITRUS,,,,,200.00,,,CNT,,,Mar 13 2016 1,,,,3.82,,,,,
4,0003367415789,,,,1,,,NATURE'S WAY,,,,,,ALIVE-GUMMIES-CHILDRENS MULTIVITAMIN,,,,,90.00,,,CNT,,,Mar 13 2016 1,,,,2.88,,,,,
5,0003367415786,,,,1,,,NATURE'S WAY,,,,,,ALIVE-CHILDRENS CHEWABLE MULITVITAMN,,,,,120.00,,,CHW,,,Mar 13 2016 1,,,,2.85,,,,,
6,0061309890101,,,,1,,,HERO NUTRITION,,,,,,YUMMI BEARS ORGANICS MULTI VITAMIN M,,,,,90.00,,,CNT,,,Mar 13 2016 1,,,,3.30,,,,,
7,0061309891003,,,,1,,,HERO NUTRITION,,,,,,YUMMI BEARS ORG COMPLETE MULTIVIT,,,,,180.00,,,CNT,,,,,,,3.18,,,,,
8,0061309868357,,,,1,,,HERO NUTRITION,,,,,,YUMMI BEARS MILTIVITAMIN-SUGAR FREE,,,,,60.00,,,CNT,,,Mar 13 2016 1,,,,3.30,,,,,
9,0061309868350,,,,1,,,HERO NUTRITION,,,,,,YUMMI BEARS MULTI VITAMIN & MINERAL,,,,,90.00,,,CNT,,,Mar 13 2016 1,,,,3.30,,,,,
10,0061309868003,,,,1,,,HERO NUTRITION,,,,,,YUMMI BEARS MULTI VITAMIN MINER,,,,,200.00,,,CNT,,,Mar 13 2016 1,,,,3.18,,,,,
11,0003398452551,,,,1,,,SOLGAR,,,,,,U-CUBES CHILDRENS VITAMIN GUMMIES,,,,,120.00,,,CNT,,,Mar 13 2016 1,,,,3.15,,,,,
12,0060827410300,,,,1,,,CHILDLIFE,,,,,,MULTIVITAMIN AND MINERAL,,,,,8.00,,,OZ,,,Mar 13 2016 1,,,,2.39,,,,,
13,0060949281035,,,,1,,,MRM,,,,,,KIDS MULTI VITAMIN,,,,,16.00,,,FOZ,,,Jul 31 2016 1,,,,3.02,,,,,
14,0087553400150,,,,1,,,NATURAL VITALITY,,,,,,KIDS CALM MULTI VITAMIN-ORANGE SPLSH,,,,,30.00,,,FOZ,,,Mar 13 2016 1,,,,3.60,,,,,
15,0009746729951,,,,1,,,NATURE'S PLUS,,,,,,ANIMAL PARADE LIQUID TROPICAL BERRY,,,,,30.00,,,FOZ,,,Mar 13 2016 1,,,,3.28,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
