Positio,,,UPC,,,,Facings,,,,Brand,,,,,Long Description,,,,Size,,,UOM,,,,,Date,,,,,Width,,,,
4,,0071833422024,,,,1,,,DESERT ESSENCE,,,,,,DENTAL FLOSS-TEA TREE OIL,,,,50.00,,YD,,,,,,Feb 21 2016 1,,,,,2.80,,,,,
5,,0071833422062,,,,1,,,DESERT ESSENCE,,,,,,DENTAL TAPE-TEA TREE,,,,30.00,,YD,,,,,,Feb 21 2016 1,,,,,2.80,,,,,
6,,0071833433417,,,,1,,,DESERT ESSENCE,,,,,,DENTAL FLOSS-NEEM CINNAMINT,,,,1.00,,EA,,,,,,Jul 17 2016 1,,,,,2.80,,,,,
7,,0066618344990,,,,1,,,THERANEEM,,,,,,FLOSS-NEEM-MINT,,,,50.00,,YD,,,,,,Feb 21 2016 1,,,,,1.90,,,,,
8,,0007732698030,,,,1,,,TOMS OF MAINE,,,,,,FLOSS-FLAT-SPEARMINT,,,,32.00,,YD,,,,,,Feb 21 2016 1,,,,,2.60,,,,,
9,,0000036000003,,,,1,,,ECO-DENT,,,,,,FLOSS-GENTLE-MINT,,,,100.00,,YD,,,,,,Feb 21 2016 1,,,,,2.80,,,,,
10,,0000036002000,,,,1,,,ECO-DENT,,,,,,VEGAN FLOSS CINNAMON,,,,300.00,,FT,,,,,,Feb 21 2016 1,,,,,2.80,,,,,
11,,0008517800184,,,,2,,,RADIUS,,,,,,DENTAL FLOSS-CRANBERRY,,,,55.00,,YD,,,,,,Feb 21 2016 1,,,,,2.00,,,,,
12,,0008517800186,,,,2,,,RADIUS,,,,,,FLOSS-XYLITOL MINT,,,,1.00,,EA,,,,,,,,,,,2.00,,,,,
13,,0008517800197,,,,1,,,RADIUS,,,,,,FLOSS SACHET W/ XYLITOL-MINT,,,,20.00,,CNT,,,,,,Feb 21 2016 1,,,,,1.44,,,,,
14,,0036403130016,,,,1,,,SECURE,,,,,,DENTURE CLEANSING TABLETS,,,,32.00,,TAB,,,,,,Feb 21 2016 1,,,,,4.00,,,,,
15,,0036403130010,,,,1,,,SECURE,,,,,,DENTURE ADHESIVE,,,,1.40,,OZ,,,,,,Feb 21 2016 1,,,,,1.50,,,,,
16,,0008300001642,,,,1,,,NATURE'S ANSWER,,,,,,PERIORUB,,,,0.50,,OZ,,,,,,Feb 21 2016 1,,,,,4.45,,,,,
Positio,,,,,UPC,,Facings,,,,,,Brand,,,,Long Description,,,Size,,,,UOM,,,,,,Date,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0008300001640,,,,1,,,NATURE'S ANSWER,,,,,,PERIOBRIGHT,,,,4.00,,OZ,,,,,,Feb 21 2016 1,,,,,7.00,,,,,
18,,0063779250003,,,,1,,,TEA TREE THERAPY,,,,,,TOOTHPASTE-WHITENING,,,,3.00,,OZ,,,,,,Feb 21 2016 1,,,,,1.50,,,,,
19,,0063779250005,,,,1,,,TEA TREE THERAPY,,,,,,TOOTHPASTE-BAKING SODA,,,,5.00,,OZ,,,,,,Feb 21 2016 1,,,,,1.75,,,,,
20,,0002727520004,,,,1,,,AUROMERE,,,,,,FRESHMINT TOOTHPASTE,,,,4.16,,OZ,,,,,,Feb 21 2016 1,,,,,6.80,,,,,
21,,0002727520003,,,,1,,,AUROMERE,,,,,,TOOTHPASTE-MINT FREE,,,,4.16,,OZ,,,,,,Feb 21 2016 1,,,,,6.80,,,,,
22,,0002727520002,,,,1,,,AUROMERE,,,,,,TOOTHPASTE-HERBAL,,,,4.16,,OZ,,,,,,Feb 21 2016 1,,,,,6.80,,,,,
,,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 8' 0.00"",    Height: 0' 5.50"",   Depth: 1' 8.00"",   Product: 7' 11.73""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0085825900073,,,,1,,,HYALOGIC,,,,,,HYLA MINTS-DRY MOUTH,,,,60.00,,CNT,,,,,,Feb 21 2016 1,,,,,2.55,,,,,
2,,0009070000448,,,,1,,,HERB PHARM,,,,,,BREASH REFRESHER-SPEARMINT,,,,0.47,,OZ,,,,,,,,,,,0.85,,,,,
3,,0086900600010,,,,1,,,LIVELY UP YOUR BREATH!,,,,,,MINT-ORIGINAL,,,,0.16,,OZ,,,,,,Feb 21 2016 1,,,,,2.90,,,,,
4,,0080487918996,,,,1,,,LIVELY UP YOUR BREATH!,,,,,,BREATH FRESHENER-ORIGINAL MINT,,,,0.27,,FOZ,,,,,,,,,,,0.85,,,,,
5,,0063687421000,,,,1,,,EO,,,,,,ORGANIC BREATH SPRAY,,,,0.33,,FOZ,,,,,,Feb 21 2016 1,,,,,0.60,,,,,
6,,0064667016421,,,,1,,,SPROUTS,,,,,,PEPPERMINT SPRAY,,,,1.00,,FOZ,,,,,,Feb 21 2016 1,,,,,1.35,,,,,
7,,0070059600214,,,,1,,,SPRY,,,,,,MINTS-GEMS-SPEARMINT,,,,40.00,,CNT,,,,,,Mar 13 2016 1,,,,,2.10,,,,,
8,,0070059600213,,,,1,,,SPRY,,,,,,MINTS-GEMS-PEPPERMINT,,,,40.00,,CNT,,,,,,Mar 13 2016 1,,,,,2.10,,,,,
9,,0070059600250,,,,1,,,SPRY,,,,,,MINTS-PEPPERMINT,,,,70.00,,CNT,,,,,,Jul 10 2016 1,,,,,2.10,,,,,
10,,0070059600251,,,,1,,,SPRY,,,,,,MINTS-WINTERGREEN,,,,70.00,,CNT,,,,,,Jul 10 2016 1,,,,,2.10,,,,,
11,,0070059600252,,,,1,,,SPRY,,,,,,MINTS-CINNAMON,,,,70.00,,CNT,,,,,,Jul 10 2016 1,,,,,2.10,,,,,
12,,0070059600354,,,,1,,,SPRY,,,,,,GUM-PEPPERMINT SUGAR FREE,,,,12.00,,CNT,,,,,,Jul 10 2016 1,,,,,3.25,,,,,
13,,0070059600355,,,,1,,,SPRY,,,,,,GUM-SPEARMINT SUGAR FREE,,,,12.00,,CNT,,,,,,Jul 10 2016 1,,,,,3.25,,,,,
14,,0070059600356,,,,1,,,SPRY,,,,,,GUM-WINTERGREEN SUGAR FREE,,,,12.00,,CNT,,,,,,Jul 10 2016 1,,,,,3.25,,,,,
15,,0070059600062,,,,2,,,SPRY,,,,,,CHEWING GUM-PEPPERMINT,,,,10.00,,CNT,,,,,,Feb 21 2016 1,,,,,3.65,,,,,
16,,0070059600011,,,,1,,,SPRY,,,,,,CHEWING GUM-PEPPERMINT,,,,100.00,,CNT,,,,,,Feb 21 2016 1,,,,,2.90,,,,,
17,,0070059600061,,,,1,,,SPRY,,,,,,CHEWING GUM-SPEARMINT,,,,10.00,,CNT,,,,,,Feb 21 2016 1,,,,,3.65,,,,,
18,,0070059600012,,,,1,,,SPRY,,,,,,CHEWING GUM-SPEARMINT,,,,100.00,,CNT,,,,,,Feb 21 2016 1,,,,,2.90,,,,,
19,,0070059600064,,,,1,,,SPRY,,,,,,CHEWING GUM-CINNAMON,,,,10.00,,CNT,,,,,,Feb 21 2016 1,,,,,3.65,,,,,
20,,0070059600014,,,,1,,,SPRY,,,,,,CHEWING GUM-CINNAMON,,,,100.00,,CNT,,,,,,Feb 21 2016 1,,,,,2.90,,,,,
21,,0070059600063,,,,1,,,SPRY,,,,,,CHEWING GUM-FRESH FRUIT,,,,10.00,,CNT,,,,,,Feb 21 2016 1,,,,,3.65,,,,,
22,,0070059600013,,,,1,,,SPRY,,,,,,CHEWING GUM-FRESH FRUIT,,,,100.00,,CNT,,,,,,Feb 21 2016 1,,,,,2.90,,,,,
23,,0070059600065,,,,1,,,SPRY,,,,,,CHEWING GUM-GREEN TEA,,,,10.00,,CNT,,,,,,Feb 21 2016 1,,,,,3.65,,,,,
24,,0070059600015,,,,1,,,SPRY,,,,,,CHEWING GUM-GREEN TEA,,,,100.00,,CNT,,,,,,Feb 21 2016 1,,,,,2.90,,,,,
25,,0066618332598,,,,1,,,THERANEEM,,,,,,NEEM TOOTH & GUM OIL,,,,0.50,,FOZ,,,,,,Feb 21 2016 1,,,,,1.20,,,,,
26,,0066618320680,,,,1,,,THERANEEM,,,,,,POWDER-TOOTH & GUM-NEEM-MINT,,,,40.00,,GM,,,,,,Feb 21 2016 1,,,,,1.68,,,,,
27,,0000036000006,,,,1,,,ECO-DENT,,,,,,TOOTHPOWDER-ORIGINAL MINT,,,,2.00,,OZ,,,,,,Feb 21 2016 1,,,,,1.70,,,,,
28,,0000036000001,,,,1,,,ECO-DENT,,,,,,TOOTHPOWDER-EXTRA BRITE,,,,2.00,,OZ,,,,,,Feb 21 2016 1,,,,,1.70,,,,,
Positio,,,,,UPC,,Facings,,,,,,Brand,,,,Long Description,,,Size,,,,UOM,,,,,,Date,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,0085758400511,,,,1,,,ESSENTIAL OXYGEN,,,,,,TOOTHPOLISH-FRESH MINT,,,,2.00,,OZ,,,,,,,,,,,1.40,,,,,
30,,0086865600010,,,,1,,,MY MAGIC MUD,,,,,,WHITENING TOOTH POWDER,,,,3.00,,OZ,,,,,,Jul 10 2016 1,,,,,2.55,,,,,
31,,0086806300035,,,,1,,,MY MAGIC MUD,,,,,,POWDER-TOOTH-CHARCOAL-SPEARMINT,,,,1.06,,OZ,,,,,,,,,,,2.55,,,,,
32,,0086806300034,,,,1,,,MY MAGIC MUD,,,,,,POWDER-TOOTH-CHARCOAL-PEPPERMINT,,,,1.06,,OZ,,,,,,,,,,,2.55,,,,,
33,,0086865600015,,,,1,,,MY MAGIC MUD,,,,,,POWDER-TOOTH-POLISHING-PEPPERMINT,,,,1.41,,OZ,,,,,,,,,,,2.55,,,,,
,,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 8,   Length: 8' 0.00"",    Height: 1' 2.00"",   Depth: 1' 8.00"",   Product: 7' 11.61""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0400163808186,,,,1,,,WELEDA,,,,,,CHILDREN'S TOOTH GEL,,,,1.70,,OZ,,,,,,Feb 21 2016 1,,,,,1.90,,,,,
2,,0070059600071,,,,1,,,SPRY,,,,,,TOOTH GEL,,,,2.00,,FOZ,,,,,,Feb 21 2016 1,,,,,1.85,,,,,
3,,0070059600072,,,,1,,,SPRY,,,,,,TOOTH GEL-STRAWBERRY BANANA,,,,2.00,,FOZ,,,,,,Feb 21 2016 1,,,,,1.85,,,,,
4,,0070059600075,,,,1,,,SPRY,,,,,,TOOTH GEL-NATURAL BUBBLE GUM,,,,2.00,,OZ,,,,,,Feb 21 2016 1,,,,,1.85,,,,,
5,,0007732683377,,,,1,,,TOMS OF MAINE,,,,,,TOOTHPASTE-TODDLER-TRAINING,,,,1.75,,OZ,,,,,,Feb 21 2016 1,,,,,2.20,,,,,
6,,0007732683262,,,,1,,,TOMS OF MAINE,,,,,,TOOTHPASTE-FLUORIDE-WICKED COOL,,,,4.20,,OZ,,,,,,Feb 21 2016 1,,,,,2.35,,,,,
7,,0007732683092,,,,1,,,TOMS OF MAINE,,,,,,TOOTHPASTE-FLUORIDE-SILLY STRAWBERRY,,,,4.20,,OZ,,,,,,Feb 21 2016 1,,,,,2.35,,,,,
8,,0007732683093,,,,1,,,TOMS OF MAINE,,,,,,TOOTHPASTE-FLUORIDE FREE-SILLY STRAW,,,,4.20,,OZ,,,,,,Feb 21 2016 1,,,,,2.35,,,,,
9,,0007732683094,,,,1,,,TOMS OF MAINE,,,,,,TOOTHPASTE-FLUORIDE-ORANGE MANGO,,,,4.20,,OZ,,,,,,Feb 21 2016 1,,,,,2.35,,,,,
10,,0007732645251,,,,1,,,TOMS OF MAINE,,,,,,TOOTHPASTE-TRAINING-TODDLER,,,,1.75,,OZ,,,,,,,,,,,3.30,,,,,
11,,0001878810566,,,,1,,,REDMOND,,,,,,TOOTHPASTE-EARTHPASTE-LEMON TWIST,,,,4.00,,OZ,,,,,,Feb 21 2016 1,,,,,2.00,,,,,
12,,0007834703107,,,,1,,,NATURE'S GATE,,,,,,TOOTHPASTE-GEL-CHERRY,,,,5.00,,OZ,,,,,,Feb 21 2016 1,,,,,1.85,,,,,
13,,0070059600135,,,,1,,,SPRY,,,,,,TOOTHPASTE-TROPICAL FRUIT-KIDS,,,,5.00,,OZ,,,,,,,,,,,1.75,,,,,
14,,0070059600144,,,,1,,,SPRY,,,,,,TOOTHPASTE-BUBBLEGUM-KIDS,,,,5.00,,OZ,,,,,,,,,,,1.75,,,,,
15,,0008517800108,,,,1,,,RADIUS,,,,,,TOOTHBRUSH-BABY-ULTRA SOFT,,,,1.00,,EA,,,,,,Feb 21 2016 1,,,,,2.45,,,,,
16,,0008517800109,,,,1,,,RADIUS,,,,,,TOOTHBRUSH-TOTZ-EXTRA SOFT,,,,1.00,,EA,,,,,,Feb 21 2016 1,,,,,2.45,,,,,
17,,0008517800117,,,,1,,,RADIUS,,,,,,TOOTHBRUSH-TOTZ PLUS,,,,1.00,,EA,,,,,,Jul 24 2016 1,,,,,2.45,,,,,
18,,0008517811001,,,,1,,,RADIUS,,,,,,TOOTHBRUSH-KIDS,,,,1.00,,EA,,,,,,Feb 21 2016 1,,,,,2.45,,,,,
19,,0008517800012,,,,1,,,RADIUS,,,,,,TOOTHBRUSH-ADULT-SCUBA,,,,1.00,,EA,,,,,,Feb 21 2016 1,,,,,2.45,,,,,
20,,0008517800008,,,,1,,,RADIUS,,,,,,TOOTHBRUSH-ADULT-ORIGINAL,,,,1.00,,EA,,,,,,Feb 21 2016 1,,,,,2.45,,,,,
21,,0008517800065,,,,1,,,RADIUS,,,,,,TOOTHBRUSH-SOURC-SOFT,,,,1.00,,EA,,,,,,Feb 21 2016 1,,,,,2.45,,,,,
22,,0008517800067,,,,1,,,RADIUS,,,,,,REPLACEMENT HEAD-SOFT,,,,2.00,,PK,,,,,,Feb 21 2016 1,,,,,2.45,,,,,
23,,0007956500907,,,,1,,,FUCHS BRUSHES,,,,,,TOOTHBRUSH-CHILDS,,,,1.00,,EA,,,,,,Feb 21 2016 1,,,,,1.60,,,,,
24,,0007956500901,,,,1,,,FUCHS BRUSHES,,,,,,TOOTHBRUSH-SOFT,,,,1.00,,EA,,,,,,Feb 21 2016 1,,,,,1.60,,,,,
25,,0007956500925,,,,1,,,FUCHS BRUSHES,,,,,,TOOTHBRUSH-NYLON-MULTITUFT,,,,1.00,,EA,,,,,,Feb 21 2016 1,,,,,1.60,,,,,
26,,0007732644443,,,,1,,,TOMS OF MAINE,,,,,,TOOTHBRUSH-CHILDRENS-SOFT,,,,1.00,,EA,,,,,,Jul 24 2016 1,,,,,1.70,,,,,
27,,0007732683293,,,,1,,,TOMS OF MAINE,,,,,,TOOTHBRUSH-MEDIUM-SINGLE,,,,1.00,,EA,,,,,,Feb 21 2016 1,,,,,1.70,,,,,
28,,0007732683292,,,,1,,,TOMS OF MAINE,,,,,,TOOTHBRUSH-SOFT-SINGLE,,,,1.00,,EA,,,,,,Feb 21 2016 1,,,,,1.70,,,,,
29,,0086269200026,,,,1,,,WOOBAMBOO!,,,,,,TOOTHBRUSH-KIDS-SPROUT-2 PK,,,,1.00,,EA,,,,,,,,,,,2.00,,,,,
Positio,,,,,UPC,,Facings,,,,,,Brand,,,,Long Description,,,Size,,,,UOM,,,,,,Date,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0086269200020,1,WOOBAMBOO!,TOOTHBRUSH-ADULT-SOFT,1.00,EA,
31,0086806300039,1,MY MAGIC MUD,TOOTHBRUSH-CHARCOAL-EARTH FRIENDLY,1.00,EA,
32,0063174001012,1,PRESERVE,RECYCABLE TOOTHBRUSH ULTRA SOFT,1.00,CNT,
33,0063174001014,1,PRESERVE,RECYCABLE TOOTHBRUSH SOFT,1.00,CNT,
34,0063174001016,1,PRESERVE,RECYCALBE TOOTHBRUSH MEDUIM,1.00,CNT,
35,0089924600260,1,MOUTH WATCHERS,TOOTHBRUSH-A/B-ADULT-BLUE,1.00,EA,
36,0089924600278,1,MOUTH WATCHERS,TOOTHBRUSH-A/B-ADULT-RED,1.00,EA,
37,0089924600261,1,MOUTH WATCHERS,TOOTHBRUSH-A/B-ADULT-GREEN,1.00,EA,
38,0089924600279,1,MOUTH WATCHERS,TOOTHBRUSH-A/B-ADULT-ORANGE,1.00,EA,
39,0001937391121,1,DR TUNG'S,TONGUE CLEANER,1.00,CNT,
40,0001937371121,1,DR TUNG'S,FLOSS-SMART,30.00,YD,
41,0001937384000,1,DR TUNG'S,OIL PULLING CONCENTRATE,1.70,FOZ,
42,0001937373121,1,DR TUNG'S,PERIO STICKS-THIN,80.00,CNT,
43,0001937373231,1,DR TUNG'S,PERIO STICKS-XTRA THIN,100.00,CNT,
44,0001937395115,1,DR TUNG'S,ADULT SNAP-ON TOOTHBRUSH PROTECTION,2.00,PK,
45,0001937395255,1,DR TUNG'S,KIDS SNAP-ON TOOTHBRUSH PROTECTION,2.00,PK,
46,0001937375591,1,DR TUNG'S,FLOSS-ACTIVATED CHARCOAL-VEGAN,30.00,YD,
Totals:,,
