Positio,,UPC,,,Facings,,,Brand,,,,Long Description,,,,Size,,,UOM,,,Date,,,,Width,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0076430211129,,,1,,NUBIAN HERITAGE,,,,,,BODY WASH-HEMP & VETIVER,,,13.00,,,FOZ,,,,,,2.20,,,,,,
18,0076430211807,,,1,,NUBIAN HERITAGE,,,,,,BODY WASH-OLIVE & GREEN TEA,,,13.00,,,FOZ,,,,,,2.20,,,,,,
19,0076430212223,,,1,,NUBIAN HERITAGE,,,,,,BODY WASH-PATCHOULI & BURITI,,,13.00,,,FOZ,,,,,,2.20,,,,,,
20,0076430211109,,,1,,NUBIAN HERITAGE,,,,,,BODY WASH-COCONUT & PAPAYA,,,13.00,,,FOZ,,,,,,2.20,,,,,,
21,0076430211907,,,1,,NUBIAN HERITAGE,,,,,,BODY WASH-HONEY & BLACK SEED,,,13.00,,,FOZ,,,,,,2.20,,,,,,
22,0076430213010,,,1,,NUBIAN HERITAGE,,,,,,BODY WASH-RAW SHEA BUTTER,,,13.00,,,FOZ,,,,,,2.20,,,,,,
23,0076430210603,,,2,,NUBIAN HERITAGE,,,,,,BODY WASH-AFRICAN BLACK SOAP,,,13.00,,,FOZ,,,,,,2.20,,,,,,
24,0008173836310,,,1,,SHIKAI,,,,,,SHOWER GEL-COCONUT,,,12.00,,,FOZ,,,,,,2.25,,,,,,
25,0008173836309,,,1,,SHIKAI,,,,,,SHOWER GEL-POMEGRANATE,,,12.00,,,FOZ,,,,,,2.25,,,,,,
26,0008173836307,,,1,,SHIKAI,,,,,,SHOWER GEL-SANDALWOOD,,,12.00,,,FOZ,,,,,,2.25,,,,,,
Positio,,,UPC,,Facings,,,,Brand,,,,Long Description,,,,Size,,,UOM,,,Date,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0008173836305,,,1,,SHIKAI,,,,,,SHOWER GEL-YUZU,,,12.00,,,FOZ,,,,,,2.25,,,,,,
28,0008173836302,,,1,,SHIKAI,,,,,,SHOWER GEL-CUCUMBER MELON,,,12.00,,,FOZ,,,,,,2.25,,,,,,
29,0008173836306,,,1,,SHIKAI,,,,,,SHOWER GEL-GARDENIA,,,12.00,,,FOZ,,,,,,2.25,,,,,,
30,0008173836311,,,1,,SHIKAI,,,,,,SHOWER GEL-STARFRUIT,,,12.00,,,FOZ,,,,,,2.25,,,,,,
31,0008173836304,,,1,,SHIKAI,,,,,,SHOWER GEL-VANILLA,,,12.00,,,FOZ,,,,,,2.25,,,,,,
32,0065474935185,,,1,,AVALON ORGANICS,,,,,,BATH SHOWER GEL-LEMON,,,12.00,,,FOZ,,,,,,2.40,,,,,,
33,0065474935188,,,1,,AVALON ORGANICS,,,,,,BATH SHOWER GEL-PEPPERMINT,,,12.00,,,FOZ,,,,,,2.40,,,,,,
34,0065474935180,,,1,,AVALON ORGANICS,,,,,,BATH SHOWER GEL-LAVENDER,,,12.00,,,FOZ,,,,,,2.40,,,,,,
35,0065474935196,,,1,,AVALON ORGANICS,,,,,,BATH SHOWER GEL-LAVENDER,,,32.00,,,FOZ,,,,,,3.35,,,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 8' 0.00"",    Height: 1' 0.00"",   Depth: 1' 1.00"",   Product: 7' 11.73""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
