Positio,,UPC,,,Facings,,,Brand,,,,Long Description,,,,Size,,,UOM,,,Date,,,,Width,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0018713200710,,,1,,EVERYDAY COCONUT,,,,,,BODY WASH-HYDRATING PURELY COCONUT,,,32.00,,,FOZ,,,,,,3.55,,,,,,
2,0084132010711,,,1,,EVERYDAY COCONUT,,,,,,BODY WASH-COCONUT LIME,,,32.00,,,FOZ,,,,,,3.55,,,,,,
3,0018713200507,,,1,,EVERY DAY SHEA,,,,,,BODY WASH-EDS-VANILLA,,,32.00,,,FOZ,,,,,,3.55,,,,,,
4,0084132010508,,,1,,EVERY DAY SHEA,,,,,,BODY WASH-PASSION FRUIT,,,32.00,,,FOZ,,,,,,3.55,,,,,,
5,0018713200506,,,1,,EVERY DAY SHEA,,,,,,BODY WASH-EDS-LAVENDER,,,32.00,,,FOZ,,,,,,3.55,,,,,,
6,0018713200505,,,1,,EVERY DAY SHEA,,,,,,BODY WASH-EDS-UNSCENTED,,,32.00,,,FOZ,,,,,,3.55,,,,,,
7,0007852202126,,,1,,JASON,,,,,,BODY WASH-SMOOTHING COCONUT,,,30.00,,,FOZ,,,,,,3.90,,,,,,
8,0007852202123,,,1,,JASON,,,,,,BODY WASH-GLYCERINE ROSEWATER,,,30.00,,,FOZ,,,,,,3.90,,,,,,
9,0007852202116,,,1,,JASON,,,,,,BODY WASH-SATIN SHOWER CITRUS,,,30.00,,,FOZ,,,,,,3.90,,,,,,
10,0007852202107,,,1,,JASON,,,,,,BODY WASH-APRICOT,,,30.00,,,FOZ,,,,,,3.90,,,,,,
11,0007852202111,,,1,,JASON,,,,,,SATIN SHOWER BODY WASH HERBAL,,,30.00,,,FOZ,,,,,,3.90,,,,,,
12,0007852202105,,,1,,JASON,,,,,,BODY WASH-ALOE VERA,,,30.00,,,FOZ,,,,,,3.90,,,,,,
13,0007852203027,,,1,,JASON,,,,,,BODY WASH-TEA TREE,,,30.00,,,FOZ,,,,,,3.90,,,,,,
14,0007852202113,,,1,,JASON,,,,,,BODY WASH-LAVENDER,,,30.00,,,FOZ,,,,,,3.90,,,,,,
15,0007834775384,,,1,,NATURE'S GATE,,,,,,BODY WASH-COCONUT,,,18.00,,,FOZ,,,,,,2.75,,,,,,
16,0007834775139,,,1,,NATURE'S GATE,,,,,,BODY WASH-VELVET-HEMP,,,18.00,,,FOZ,,,,,,2.75,,,,,,
17,0007834775140,,,1,,NATURE'S GATE,,,,,,BODY WASH-VELVET-PAPAYA,,,18.00,,,FOZ,,,,,,2.75,,,,,,
18,0007834775142,,,1,,NATURE'S GATE,,,,,,BODY WASH-VELVET-ALOE,,,18.00,,,FOZ,,,,,,2.75,,,,,,
19,0007834775385,,,1,,NATURE'S GATE,,,,,,BODY WASH-LAVENDER,,,18.00,,,FOZ,,,,,,2.75,,,,,,
20,0007834775141,,,1,,NATURE'S GATE,,,,,,BODY WASH-VELVET-POMEGRANATE,,,18.00,,,FOZ,,,,,,2.75,,,,,,
21,0007834775192,,,1,,NATURE'S GATE,,,,,,VELVET MOISTURE BODY WASH-POM SNFLWR,,,32.00,,,FOZ,,,,,,3.35,,,,,,
22,0072474200562,,,1,,ALBA BOTANICA,,,,,,BATH SHOWER GEL-HONEY MANGO,,,32.00,,,FOZ,,,,,,3.30,,,,,,
23,0072474200561,,,1,,ALBA BOTANICA,,,,,,BATH SHOWER GEL-SPARKLING MINT,,,32.00,,,FOZ,,,,,,3.30,,,,,,
24,0072474200435,,,1,,ALBA BOTANICA,,,,,,BATH & SHOWER GEL-HERBAL HEALING,,,32.00,,,FOZ,,,,,,3.30,,,,,,
25,0072474200557,,,1,,ALBA BOTANICA,,,,,,BATH SHOWER GEL-TUBEROSE,,,32.00,,,FOZ,,,,,,3.30,,,,,,
Positio,,,UPC,,Facings,,,,Brand,,,,Long Description,,,,Size,,,UOM,,,Date,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0072474200563,,,1,,ALBA BOTANICA,,,,,,BATH SHOWER GEL-FRENCH LAVENDER,,,32.00,,,FOZ,,,,,,3.30,,,,,,
27,0072474200434,,,1,,ALBA BOTANICA,,,,,,BATH & SHOWER GEL-COCONUT RESCUE,,,32.00,,,FOZ,,,,,,3.30,,,,,,
28,0072474200939,,,1,,ALBA BOTANICA,,,,,,BODY WASH-DETOX-HAWAIIAN-VOLCANIC,,,32.00,,,FOZ,,,,,,3.30,,,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,
