Positio,,,UPC,,,Facings,,,,Brand,,,,,,Long Description,,,,Size,,,,UOM,,,Date,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 9,   Length: 4' 0.00"",    Height: 0' 9.50"",   Depth: 1' 1.00"",   Product: 3' 11.86""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0007852200044,,,,1,,,JASON,,,,,,CONDITIONER-THIN TO THICK,,,,,8.00,,,,OZ,,,,,,1.90,,,,,
2,0007852200078,,,,1,,,JASON,,,,,,SHAMPOO-TEA TREE,,,,,17.50,,,,FOZ,,,,,,2.50,,,,,
3,0007852200025,,,,1,,,JASON,,,,,,SHAMPOO-ALOE VERA-84 PERCENT,,,,,16.00,,,,FOZ,,,,,,3.00,,,,,
4,0007852200029,,,,1,,,JASON,,,,,,CONDITIONER-ALOE VERA-84 PERCENT,,,,,16.00,,,,OZ,,,,,,3.00,,,,,
5,0007852205005,,,,1,,,JASON,,,,,,SHAMPOO-NATURAL SEA KELP,,,,,16.00,,,,FOZ,,,,,,3.00,,,,,
6,0007852205009,,,,1,,,JASON,,,,,,CONDITIONER-NATURAL-SEA KELP,,,,,16.00,,,,FOZ,,,,,,3.00,,,,,
7,0007852207005,,,,1,,,JASON,,,,,,SHAMPOO-BIOTIN,,,,,16.00,,,,FOZ,,,,,,3.00,,,,,
8,0007852207009,,,,1,,,JASON,,,,,,CONDITIONER-BIOTIN,,,,,16.00,,,,OZ,,,,,,3.00,,,,,
9,0007852200015,,,,1,,,JASON,,,,,,SHAMPOO-JOJOBA,,,,,16.00,,,,FOZ,,,,,,3.00,,,,,
10,0007852200019,,,,1,,,JASON,,,,,,CONDITIONER-JOJOBA,,,,,16.00,,,,OZ,,,,,,3.00,,,,,
11,0007952600301,,,,1,,,MILL CREEK,,,,,,SHAMPOO-BIOTENE H 24,,,,,8.50,,,,FOZ,,,,,,1.90,,,,,
12,0007952600302,,,,1,,,MILL CREEK,,,,,,CONDITIONER-BIOTENE H 24,,,,,8.50,,,,FOZ,,,,,,1.90,,,,,
13,0008298223370,,,,1,,,MILL CREEK,,,,,,SHAMPOO-BIOTIN,,,,,16.00,,,,FOZ,,,,,,2.55,,,,,
14,0008298225370,,,,1,,,MILL CREEK,,,,,,CONDITIONER-BIOTIN,,,,,16.00,,,,FOZ,,,,,,2.55,,,,,
15,0008298214370,,,,1,,,MILL CREEK,,,,,,SHAMPOO-ALOE VERA,,,,,16.00,,,,FOZ,,,,,,2.55,,,,,
16,0008298215370,,,,1,,,MILL CREEK,,,,,,CONDITIONER-ALOE VERA,,,,,16.00,,,,FOZ,,,,,,2.55,,,,,
17,0008298217370,,,,1,,,MILL CREEK,,,,,,SHAMPOO-JOJOBA,,,,,16.00,,,,FOZ,,,,,,2.55,,,,,
18,0008298219370,,,,1,,,MILL CREEK,,,,,,CONDITIONER-JOJOBA,,,,,16.00,,,,FOZ,,,,,,2.55,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 10,   Length: 4' 0.00"",    Height: 0' 9.50"",   Depth: 1' 1.00"",   Product: 3' 11.94""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0063687422109,,,,1,,,EVERYONE,,,,,,SHAMPOO-BALANCE,,,,,20.00,,,,FOZ,,,,,,2.75,,,,,
2,0063687422112,,,,1,,,EVERYONE,,,,,,CONDITIONER-BALANCE,,,,,20.00,,,,FOZ,,,,,,2.75,,,,,
3,0063687422108,,,,1,,,EVERYONE,,,,,,SHAMPOO-NOURISH,,,,,20.30,,,,FOZ,,,,,,2.75,,,,,
4,0063687422111,,,,1,,,EVERYONE,,,,,,CONDITIONER-NOURISH,,,,,20.00,,,,FOZ,,,,,,2.75,,,,,
5,0063687422110,,,,1,,,EVERYONE,,,,,,SHAMPOO-VOLUME,,,,,20.00,,,,FOZ,,,,,,2.75,,,,,
6,0063687422113,,,,1,,,EVERYONE,,,,,,CONDITIONER-VOLUME,,,,,20.00,,,,FOZ,,,,,,2.75,,,,,
7,0007834702302,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO-AWAPUHI,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
8,0007834702303,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-AWAPUHI,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
Positio,,,,UPC,,,Facings,,,,Brand,,,,,,Long Description,,,,Size,,,,UOM,,,Date,,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0007834787001,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO-ALOE VERA,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
10,0007834787002,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-ALOE VERA,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
11,0007834702256,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO-BIOTIN,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
12,0007834702257,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-BIOTIN,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
13,0007834702319,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO-HEMP,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
14,0007834702320,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-HEMP,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
15,0007834702388,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO-JASMINE + KOMBUCHA,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
16,0007834702389,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-JASMINE + KOMBUCHA,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
17,0007834787003,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO-JOJOBA,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 11,   Length: 4' 0.00"",    Height: 0' 7.50"",   Depth: 1' 1.00"",   Product: 3' 11.93""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085404900232,,,,1,,,ACURE,,,,,,SHAMPOO-DRY-ALL HAIR TYPES,,,,,1.70,,,,OZ,,,,,,1.74,,,,,
2,0081342402095,,,,1,,,ACURE,,,,,,SHAMPOO-SMOOTHING COCONUT,,,,,12.00,,,,FOZ,,,,,,3.00,,,,,
3,0081342402096,,,,1,,,ACURE,,,,,,CONDITIONER-SMOOTHING COCONUT,,,,,12.00,,,,FOZ,,,,,,3.00,,,,,
4,0081342402087,,,,1,,,ACURE,,,,,,SHAMPOO-VOLUME PEPPERMINT,,,,,12.00,,,,FOZ,,,,,,3.00,,,,,
5,0081342402090,,,,1,,,ACURE,,,,,,CONDITIONER-VOLUME PEPPERMINT,,,,,12.00,,,,FOZ,,,,,,3.00,,,,,
6,0081342402085,,,,1,,,ACURE,,,,,,SHAMPOO-CLARIFYING LEMONGRASS,,,,,12.00,,,,FOZ,,,,,,3.00,,,,,
7,0081342402088,,,,1,,,ACURE,,,,,,CONDITIONER-CLARIFYING LEMONGRASS,,,,,12.00,,,,FOZ,,,,,,3.00,,,,,
8,0081342402086,,,,1,,,ACURE,,,,,,SHAMPOO-MEGA MOISTURE-ARGAN,,,,,12.00,,,,FOZ,,,,,,3.00,,,,,
9,0081342402089,,,,1,,,ACURE,,,,,,CONDITIONER-MEGA MOISTURE-ARGAN,,,,,12.00,,,,FOZ,,,,,,3.00,,,,,
10,0085997502064,,,,1,,,ANDALOU NATURALS,,,,,,SHAMPOO-COLOR CARE-1000 ROSES,,,,,11.50,,,,FOZ,,,,,,2.90,,,,,
11,0085997502065,,,,1,,,ANDALOU NATURALS,,,,,,CONDITIONER-COLOR CARE-1000 ROSES,,,,,11.50,,,,FOZ,,,,,,2.90,,,,,
12,0085997502066,,,,1,,,ANDALOU NATURALS,,,,,,CONDITIONER-LEAVE IN-CLR CARE-ROSE,,,,,6.80,,,,FOZ,,,,,,2.90,,,,,
13,0085997502067,,,,1,,,ANDALOU NATURALS,,,,,,HAIR MASQUE-COLOR CARE-1000 ROSES,,,,,1.50,,,,FOZ,,,,,,3.25,,,,,
14,0085997500203,,,,1,,,ANDALOU NATURALS,,,,,,SHAMPOO-ARGAN & SWEET ORANGE,,,,,11.50,,,,FOZ,,,,,,2.90,,,,,
15,0085997500206,,,,1,,,ANDALOU NATURALS,,,,,,CONDITIONER-ARGAN & SWEET ORANGE,,,,,11.50,,,,FOZ,,,,,,2.90,,,,,
16,0085997500261,,,,1,,,ANDALOU NATURALS,,,,,,CONDITIONER-LEAVE IN-MOISTURE RICH,,,,,6.80,,,,FOZ,,,,,,2.90,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 12,   Length: 4' 0.00"",    Height: 0' 10.50"",   Depth: 1' 1.00"",   Product: 3' 11.93""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0065474935100,,,,1,,,AVALON ORGANICS,,,,,,SHAMPOO-NOURISHING-LAVENDER,,,,,11.00,,,,FOZ,,,,,,3.00,,,,,
2,0065474935150,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-NOURISHING-LAVENDER,,,,,11.00,,,,OZ,,,,,,3.00,,,,,
3,0065474935126,,,,1,,,AVALON ORGANICS,,,,,,SHAMPOO-NOURISHING-LAVENDER,,,,,32.00,,,,FOZ,,,,,,3.35,,,,,
4,0065474935168,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-NOURISHING-LAVENDER,,,,,32.00,,,,OZ,,,,,,3.35,,,,,
5,0065474935117,,,,2,,,AVALON ORGANICS,,,,,,SHAMPOO-SCALP TREATMENT-TEA TREE,,,,,11.00,,,,FOZ,,,,,,3.00,,,,,
Positio,,,,UPC,,,Facings,,,,Brand,,,,,,Long Description,,,,Size,,,,UOM,,,Date,,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0065474935167,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-SCALP TREATMENT-TEA TREE,,,,,11.00,,,,OZ,,,,,,3.00,,,,,
7,0065474936128,,,,1,,,AVALON ORGANICS,,,,,,SHAMPOO-SCALP TREATMENT-TEA TREE,,,,,32.00,,,,FOZ,,,,,,3.35,,,,,
8,0065474936129,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-SCALP TREATMENT-TEA TREE,,,,,32.00,,,,OZ,,,,,,3.35,,,,,
9,0065474936126,,,,2,,,AVALON ORGANICS,,,,,,SHAMPOO-BIOTIN B COMPLEX-THICKENING,,,,,32.00,,,,FOZ,,,,,,3.35,,,,,
10,0065474936127,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-THICKENING-BIOTIN B-CMPL,,,,,32.00,,,,OZ,,,,,,3.35,,,,,
11,0072474200948,,,,1,,,ALBA BOTANICA,,,,,,SHAMPOO-DETOX-CLARIFYING-HAWAIIAN,,,,,12.00,,,,FOZ,,,,,,2.25,,,,,
12,0072474200949,,,,1,,,ALBA BOTANICA,,,,,,CONDITIONER-DETOX-CLARIFYING-HAWAIIA,,,,,12.00,,,,FOZ,,,,,,2.25,,,,,
13,0072474200940,,,,1,,,ALBA BOTANICA,,,,,,SHAMPOO-MOISTURE-HAWAIIAN MARULA,,,,,12.00,,,,FOZ,,,,,,2.25,,,,,
14,0072474200941,,,,1,,,ALBA BOTANICA,,,,,,CONDITIONER-MOISTURE-HAWAIIAN MARULA,,,,,12.00,,,,OZ,,,,,,2.25,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 13,   Length: 4' 0.00"",    Height: 0' 8.50"",   Depth: 1' 1.00"",   Product: 3' 11.96""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0065474935135,,,,1,,,AVALON ORGANICS,,,,,,SHAMPOO-SMOOTH SHINE-APPL CDR VINEGA,,,,,11.00,,,,FOZ,,,,,,3.00,,,,,
2,0065474935136,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-SMTH SHINE-APPL CDR VING,,,,,11.00,,,,OZ,,,,,,3.00,,,,,
3,0065474935133,,,,1,,,AVALON ORGANICS,,,,,,SHAMPOO-MOISTURIZING COCONUT,,,,,11.00,,,,FOZ,,,,,,3.00,,,,,
4,0065474935134,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-MOISTURIZING COCONUT,,,,,11.00,,,,OZ,,,,,,3.00,,,,,
5,0065474935105,,,,1,,,AVALON ORGANICS,,,,,,SHAMPOO-CLARIFYING-LEMON,,,,,11.00,,,,FOZ,,,,,,3.00,,,,,
6,0065474935155,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-CLARIFYING-LEMON,,,,,11.00,,,,OZ,,,,,,3.00,,,,,
7,0065474935108,,,,1,,,AVALON ORGANICS,,,,,,SHAMPOO-STRENGTHENING-PEPPERMINT,,,,,11.00,,,,FOZ,,,,,,3.00,,,,,
8,0065474935158,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-STRENGTHENING-PEPPERMINT,,,,,11.00,,,,OZ,,,,,,3.00,,,,,
9,0065474935110,,,,1,,,AVALON ORGANICS,,,,,,SHAMPOO-VOLUMIZING-ROSEMARY,,,,,11.00,,,,FOZ,,,,,,3.00,,,,,
10,0065474935160,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-VOLUMIZING-ROSEMARY,,,,,11.00,,,,OZ,,,,,,3.00,,,,,
11,0065474936106,,,,1,,,AVALON ORGANICS,,,,,,SHAMPOO-ANTI DANDRUFF-MEDICATED,,,,,14.00,,,,FOZ,,,,,,2.70,,,,,
12,0065474936107,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-ANTI-DANDRUFF-MEDICATED,,,,,14.00,,,,OZ,,,,,,2.70,,,,,
13,0065474936130,,,,1,,,AVALON ORGANICS,,,,,,SHAMPOO-DAMAGE CONTROL-ARGAN OIL,,,,,14.00,,,,FOZ,,,,,,2.70,,,,,
14,0065474936131,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-DAMAGE CONTROL-ARGAN OIL,,,,,14.00,,,,OZ,,,,,,2.70,,,,,
15,0065474936102,,,,1,,,AVALON ORGANICS,,,,,,SHAMPOO-BIOTIN B COMPLEX-THICKENING,,,,,14.00,,,,FOZ,,,,,,2.70,,,,,
16,0065474936122,,,,1,,,AVALON ORGANICS,,,,,,CONDITIONER-THICKENING-BIOTIN B-CMPL,,,,,14.00,,,,OZ,,,,,,2.70,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 14,   Length: 4' 0.00"",    Height: 0' 9.50"",   Depth: 1' 1.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0071833433787,,,,1,,,DESERT ESSENCE,,,,,,COCONUT SOFT CURLS HAIR CREAM,,,,,6.40,,,,FOZ,,,,,,2.35,,,,,
2,0071833433788,,,,1,,,DESERT ESSENCE,,,,,,COCONUT SHINE & REFINE HAIR LOTION,,,,,6.40,,,,FOZ,,,,,,2.35,,,,,
3,0071833433786,,,,1,,,DESERT ESSENCE,,,,,,COCONUT DEFRIZZER & HEAT PROTECTOR,,,,,8.50,,,,FOZ,,,,,,2.00,,,,,
4,0071833433784,,,,1,,,DESERT ESSENCE,,,,,,SHAMPOO-COCONUT,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
5,0071833433785,,,,1,,,DESERT ESSENCE,,,,,,CONDITIONER-COCONUT,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
Positio,,,,UPC,,,Facings,,,,Brand,,,,,,Long Description,,,,Size,,,,UOM,,,Date,,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0071833433707,,,,1,,,DESERT ESSENCE,,,,,,SHAMPOO-RED RASPBERRY,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
7,0071833433708,,,,1,,,DESERT ESSENCE,,,,,,CONDITIONER-RED RASPBERRY,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
8,0071833433715,,,,1,,,DESERT ESSENCE,,,,,,SHAMPOO-ISLAND MANGO,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
9,0071833433716,,,,1,,,DESERT ESSENCE,,,,,,CONDITIONER-ISLAND MANGO,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
10,0071833433709,,,,1,,,DESERT ESSENCE,,,,,,SHAMPOO-TEA TREE LEMON,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
11,0071833433710,,,,1,,,DESERT ESSENCE,,,,,,CONDITIONER-TEA TREE-LEMON,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
12,0071833433700,,,,1,,,DESERT ESSENCE,,,,,,SHAMPOO-GREEN APPLE & GINGER,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
13,0071833433702,,,,1,,,DESERT ESSENCE,,,,,,CONDITIONER-GREEN APPLE & GINGER,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
14,0071833433713,,,,1,,,DESERT ESSENCE,,,,,,SHAMPOO-ITALIAN LEMON,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
15,0071833433714,,,,1,,,DESERT ESSENCE,,,,,,CONDITIONER-ITALIAN LEMON,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
16,0071833433703,,,,1,,,DESERT ESSENCE,,,,,,SHAMPOO-ITALIAN RED GRAPES,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
17,0071833433704,,,,1,,,DESERT ESSENCE,,,,,,CONDITIONER-ITALIAN RED GRAPE,,,,,8.00,,,,FOZ,,,,,,2.95,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 15,   Length: 4' 0.00"",    Height: 1' 2.00"",   Depth: 1' 1.00"",   Product: 3' 11.98""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0071623718544,,,,1,,,GIOVANNI,,,,,,SHAMPOO-ULTRA REVIVE-PNAPPL + GINGER,,,,,24.00,,,,FOZ,,,,,,2.80,,,,,
2,0071623718545,,,,1,,,GIOVANNI,,,,,,CONDITIONER-ULTRA REVIVE-PINEAPPLE,,,,,24.00,,,,FOZ,,,,,,2.80,,,,,
3,0071623718536,,,,1,,,GIOVANNI,,,,,,SHAMPOO-FRIZZ BE GONE-PNAPPL & GNGR,,,,,8.50,,,,FOZ,,,,,,3.00,,,,,
4,0071623718537,,,,1,,,GIOVANNI,,,,,,CONDITIONER-FRIZZ BE GONE-PINEAPPLE,,,,,8.50,,,,FOZ,,,,,,3.00,,,,,
5,0071623718539,,,,1,,,GIOVANNI,,,,,,LEAVE-IN CONDITIONER-PNAPPL + GINGER,,,,,4.00,,,,FOZ,,,,,,1.50,,,,,
6,0071623718541,,,,1,,,GIOVANNI,,,,,,ANTI FRIZZ HAIR SERUM-PNAPPL + GINGR,,,,,2.75,,,,FOZ,,,,,,1.35,,,,,
7,0071623718514,,,,1,,,GIOVANNI,,,,,,SHAMPOO-ULTRA LUXURY-CHERRY BLOSSOM,,,,,24.00,,,,FOZ,,,,,,2.80,,,,,
8,0071623718515,,,,1,,,GIOVANNI,,,,,,CONDITIONER-ULTRA LUXURY-CHRRY BLSSM,,,,,24.00,,,,FOZ,,,,,,2.80,,,,,
9,0071623718500,,,,1,,,GIOVANNI,,,,,,SHAMPOO-2CHIC-ULTRA LUXURIOUS,,,,,8.50,,,,FOZ,,,,,,3.00,,,,,
10,0071623718501,,,,1,,,GIOVANNI,,,,,,CONDITIONER-2CHIC-ULTRA LUXURIOUS,,,,,8.50,,,,FOZ,,,,,,3.00,,,,,
11,0071623718503,,,,1,,,GIOVANNI,,,,,,LEAVE IN CONDITIONER-2CHIC,,,,,4.00,,,,FOZ,,,,,,1.50,,,,,
12,0071623718459,,,,1,,,GIOVANNI,,,,,,SHAMPOO-TANGERINE & PAPAYA BUTTER,,,,,24.00,,,,FOZ,,,,,,2.80,,,,,
13,0071623718460,,,,1,,,GIOVANNI,,,,,,CONDITIONR-TANGERINE & PAPAYA BUTTER,,,,,24.00,,,,FOZ,,,,,,2.80,,,,,
14,0071623718446,,,,1,,,GIOVANNI,,,,,,SHAMPOO-2 CHIC-ULTRA VOLUME,,,,,8.50,,,,FOZ,,,,,,3.00,,,,,
15,0071623718447,,,,1,,,GIOVANNI,,,,,,CONDITIONER-2 CHIC-ULTRA-VOLUME,,,,,8.50,,,,FOZ,,,,,,3.00,,,,,
16,0071623718450,,,,1,,,GIOVANNI,,,,,,2 CHIC ULTRA VLME FOAM STYLNG MOUSSE,,,,,7.00,,,,FOZ,,,,,,1.89,,,,,
17,0071623718449,,,,2,,,GIOVANNI,,,,,,2 CHIC ULTRA VLME BIG BDY HAIR SPRAY,,,,,5.00,,,,FOZ,,,,,,1.50,,,,,
18,0071623718492,,,,1,,,GIOVANNI,,,,,,SHAMPOO-BLACKBERRY & COCONUT MILK,,,,,24.00,,,,FOZ,,,,,,2.80,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 16,   Length: 4' 0.00"",    Height: 0' 9.50"",   Depth: 1' 1.00"",   Product: 3' 11.94""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positio,,,,UPC,,,Facings,,,,Brand,,,,,,Long Description,,,,Size,,,,UOM,,,Date,,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0008298221370,,,,1,,,MILL CREEK,,,,,,SHAMPOO-HENNA,,,,,16.00,,,,FOZ,,,,,,2.55,,,,,
2,0008298222370,,,,1,,,MILL CREEK,,,,,,CONDITIONER-HENNA,,,,,16.00,,,,FOZ,,,,,,2.55,,,,,
3,0008298210370,,,,1,,,MILL CREEK,,,,,,SHAMPOO-KERATIN,,,,,16.00,,,,FOZ,,,,,,2.55,,,,,
4,0008298212370,,,,1,,,MILL CREEK,,,,,,CONDITIONER-KERATIN,,,,,16.00,,,,FOZ,,,,,,2.55,,,,,
5,0018713200522,,,,1,,,EVERY DAY SHEA,,,,,,SHAMPOO-VANILLA MINT,,,,,32.00,,,,FOZ,,,,,,3.55,,,,,
6,0018713200523,,,,1,,,EVERY DAY SHEA,,,,,,CONDITIONER-VANILLA MINT,,,,,32.00,,,,FOZ,,,,,,3.55,,,,,
7,0084132010526,,,,1,,,EVERY DAY SHEA,,,,,,SHAMPOO-PASSION FRUIT,,,,,32.00,,,,FOZ,,,,,,3.55,,,,,
8,0084132010527,,,,1,,,EVERY DAY SHEA,,,,,,CONDITIONER-PASSION FRUIT,,,,,32.00,,,,FOZ,,,,,,3.55,,,,,
9,0018713200520,,,,1,,,EVERY DAY SHEA,,,,,,SHAMPOO-LAVENDER,,,,,32.00,,,,FOZ,,,,,,3.55,,,,,
10,0018713200521,,,,1,,,EVERY DAY SHEA,,,,,,CONDITIONER-LAVENDER,,,,,32.00,,,,FOZ,,,,,,3.55,,,,,
11,0084132010721,,,,1,,,EVERYDAY COCONUT,,,,,,SHAMPOO-COCONUT LIME,,,,,32.00,,,,FOZ,,,,,,3.55,,,,,
12,0084132010731,,,,1,,,EVERYDAY COCONUT,,,,,,CONDITIONER-COCONUT LIME,,,,,32.00,,,,FOZ,,,,,,3.55,,,,,
13,0018713200720,,,,1,,,EVERYDAY COCONUT,,,,,,SHAMPOO-SUPER HYDRATING,,,,,32.00,,,,FOZ,,,,,,3.55,,,,,
14,0018713200730,,,,1,,,EVERYDAY COCONUT,,,,,,CONDITIONER-SUPER HYDRATING-COCONUT,,,,,32.00,,,,FOZ,,,,,,3.55,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 17,   Length: 4' 0.00"",    Height: 0' 9.50"",   Depth: 1' 1.00"",   Product: 3' 11.92""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0007834787004,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-JOJOBA,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
2,0007834702390,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO-LAVENDER + PEONY,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
3,0007834702391,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-LAVENDER + PEONY,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
4,0007834775117,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO-POMEGRANATE SUNFLOWER,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
5,0007834775118,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-POMEGRANATE SUNFLOWER,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
6,0007834775191,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO POM SUNFLOWER,,,,,32.00,,,,FOZ,,,,,,3.35,,,,,
7,0007834775209,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-POMEGRANATE SUNFLOWER,,,,,32.00,,,,FOZ,,,,,,3.35,,,,,
8,0007834701181,,,,2,,,NATURE'S GATE,,,,,,SHAMPOO-HERBAL,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
9,0007834703018,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-HERBAL,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
10,0007834775182,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO-HERBAL,,,,,32.00,,,,FOZ,,,,,,3.35,,,,,
11,0007834775183,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-HERBAL,,,,,32.00,,,,FOZ,,,,,,3.35,,,,,
12,0007834702301,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO-TEA TREE OIL,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
13,0007834702306,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-TEA TREE OIL,,,,,18.00,,,,FOZ,,,,,,2.75,,,,,
14,0007834775184,,,,1,,,NATURE'S GATE,,,,,,SHAMPOO-CALMING TEA TREE,,,,,32.00,,,,FOZ,,,,,,3.35,,,,,
15,0007834775185,,,,1,,,NATURE'S GATE,,,,,,CONDITIONER-CALMING-TEA TREE,,,,,32.00,,,,FOZ,,,,,,3.35,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
