Positio,,UPC,,,Facings,,Brand,,,,,Long Description,,,,Size,,,UOM,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0005149490000,,,1,,MEGAFOOD,,,,,POWDER-DAILY ENERGY-NUTRIENT-PACKET,,,,1.75,,,GM,,,,Jul 10 2016 1,,,2.00,,,,
18,0005149460001,,,1,,MEGAFOOD,,,,,POWDER-DAILY ENERGY-NUTRIENT BST-BOX,,,,52.50,,,GM,,,,Jul 10 2016 1,,,4.25,,,,
19,0005149460136,,,1,,MEGAFOOD,,,,,POWDER-DAILY ENERGY-NUTRIENT BST-JAR,,,,1.86,,,OZ,,,,Jul 10 2016 1,,,2.90,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 4' 0.00"",    Height: 1' 0.00"",   Depth: 1' 5.00"",   Product: 3' 11.84""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0072778304504,,,1,,NEW CHAPTER,,,,,RHODIOLAFORCE 300,,,,30.00,,,CAP,,,,Jul 10 2016 1,,,1.88,,,,
2,0075106340170,,,1,,GAIA HERBS,,,,,RHODIOLA ROSEA LIQUID PHYTO CAPS,,,,60.00,,,VCP,,,,Jul 10 2016 1,,,2.01,,,,
3,0064667062088,,,1,,SPROUTS,,,,,RHODIOLA,,,,1.00,,,FOZ,,,,Jul 10 2016 1,,,1.32,,,,
4,0064667062131,,,1,,SPROUTS,,,,,RHODIOLA POWDER CAP,,,,60.00,,,VCP,,,,Jul 10 2016 1,,,2.25,,,,
5,0076394808934,,,1,,ENZYMATIC THERAPY,,,,,RHODIOLA ENERGY,,,,40.00,,,CAP,,,,Jul 10 2016 1,,,2.10,,,,
6,0009080000024,,,1,,HERB PHARM,,,,,ELEUTHERO EXTRACT,,,,1.00,,,FOZ,,,,Jul 10 2016 1,,,1.30,,,,
7,0064667004121,,,1,,SPROUTS,,,,,GINSENG,,,,1.00,,,FOZ,,,,Jul 10 2016 1,,,1.32,,,,
8,0064667062080,,,1,,SPROUTS,,,,,RED CHINESE GINSENG,,,,1.00,,,FOZ,,,,Jul 10 2016 1,,,1.32,,,,
9,0064667011441,,,1,,SPROUTS,,,,,GINSENG MASTER,,,,1.00,,,FOZ,,,,Jul 10 2016 1,,,1.32,,,,
10,0064667015510,,,1,,SPROUTS,,,,,AMERICAN GINSENG,,,,60.00,,,VCP,,,,Jul 10 2016 1,,,2.25,,,,
11,0006895804173,,,1,,NATURAL FACTORS,,,,,PANAX GINSENG 100 MG,,,,60.00,,,SG,,,,Jul 10 2016 1,,,2.12,,,,
12,0007628001312,,,1,,SOLARAY,,,,,GINSENG ROOT-KOREAN-550 MG,,,,50.00,,,CAP,,,,Jul 10 2016 1,,,2.00,,,,
13,0003367461700,,,1,,NATURE'S WAY,,,,,ASIAN GINSENG STANDARDIZED,,,,60.00,,,VCP,,,,Jul 10 2016 1,,,2.00,,,,
14,0007628046479,,,1,,SOLARAY,,,,,FERMENTED GINSENG,,,,30.00,,,VCP,,,,Jul 10 2016 1,,,2.00,,,,
15,0003927870111,,,1,,PRINCE OF PEACE,,,,,RED PANAX GINSENG EXTRACT SINGLE BTL,,,,0.34,,,FOZ,,,,Jul  3 2016 1,,,0.70,,,,
16,0003927870113,,,1,,PRINCE OF PEACE,,,,,RED PANAX GINSENG EXTRACT DISPLAY,,,,30.00,,,PK,,,,,,,4.70,,,,
17,0003927870121,,,1,,PRINCE OF PEACE,,,,,RED PANAX GINSENG EXTRACT 10 BOTTLES,,,,3.40,,,FOZ,,,,Jul  3 2016 1,,,8.79,,,,
18,0003927870050,,,1,,PRINCE OF PEACE,,,,,RED GINSENG ROYAL JELLY 10 VIALS,,,,3.40,,,FOZ,,,,Jul 10 2016 1,,,8.97,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
