"Merchandise BIO-K (6 pack) & 
GoodBelly (4 pack) behind single bottles
15,0003367415652,,,,1,,NATURE'S WAY,,,,,PRIMADOPHILUS OPTIMA,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.00,,,,
16,0003367415783,,,,1,,NATURE'S WAY,,,,,PRIMADOPHILUS OPTIMA HIGH POTENCY,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.15,,,,
17,0003367415859,,,,1,,NATURE'S WAY,,,,,PRIMADOPHILUS OPTIMA WOMEN'S,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.15,,,,
18,0003367415785,,,,1,,NATURE'S WAY,,,,,PRIMADOPHILUS OPTIMA MAX BIFIDO,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.15,,,,
19,0003367415784,,,,1,,NATURE'S WAY,,,,,PRIMADOPHILUS OPTIMA MAX POTENCY,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.15,,,,
20,0003367410640,,,,1,,NATURE'S WAY,,,,,PRIMADOPHILUS OPTIMA INTENSIVE,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.15,,,,
21,0079001103005,,,,1,,JARROW FORMULAS,,,,,FEM DOPHILUS,,,,,30.00,,,CAP,,,Apr  3 2016 1,,,,,2.25,,,,
22,0079001103030,,,,1,,JARROW FORMULAS,,,,,FEM-DOPHILUS,,,,,60.00,,,CAP,,,Apr  3 2016 1,,,,,2.30,,,,
23,0079001103001,,,,1,,JARROW FORMULAS,,,,,JARRO-DOPHILUS + FOS,,,,,100.00,,,CAP,,,Apr  3 2016 1,,,,,2.10,,,,
Positio,,,,UPC,,Facings,,,,Brand,,,,Long Description,,,,,Size,,,UOM,,,Date,,,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0079001103012,,,,1,,JARROW FORMULAS,,,,,JARRO DOPHILUS FOS,,,,,200.00,,,CAP,,,Apr  3 2016 1,,,,,2.40,,,,
25,0079001103032,,,,1,,JARROW FORMULAS,,,,,JARRO-DOPHILUS + FOS,,,,,300.00,,,CAP,,,Apr  3 2016 1,,,,,2.60,,,,
26,0079001103033,,,,1,,JARROW FORMULAS,,,,,JARRO DOPHILUS ALLERGEN FREE,,,,,60.00,,,VCP,,,Apr  3 2016 1,,,,,2.10,,,,
27,0079001103026,,,,1,,JARROW FORMULAS,,,,,ULTRA JARRO DOPHILUS,,,,,60.00,,,CAP,,,Apr  3 2016 1,,,,,2.30,,,,
28,0079001103004,,,,1,,JARROW FORMULAS,,,,,SACCHAROMYCES BOULARDII MOS,,,,,90.00,,,CAP,,,Apr  3 2016 1,,,,,2.50,,,,
29,0079001103029,,,,1,,JARROW FORMULAS,,,,,SACCHAROMYCES BOULARDII + MOS,,,,,180.00,,,VCP,,,Apr  3 2016 1,,,,,3.05,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 5' 7.00"",    Height: 0' 5.50"",   Depth: 1' 4.00"",   Product: 5' 6.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0063125715867,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA EVERYDAY 15 BILLION,,,,,60.00,,,CAP,,,Apr  3 2016 1,,,,,2.45,,,,
2,0063125715926,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA EVERYDAY 20 BILLION,,,,,30.00,,,VCP,,,,,,,,2.20,,,,
3,0063125759560,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA ADULT 50+ 30 BILLION,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.20,,,,
4,0063125715865,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA ADULT 50+ 30 BILLION,,,,,60.00,,,CAP,,,Apr  3 2016 1,,,,,2.45,,,,
5,0063125753550,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA EXTRA CARE 50 BILLION,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.20,,,,
6,0063125715658,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA EXTRA CARE 50 BILLION,,,,,60.00,,,CAP,,,Apr  3 2016 1,,,,,2.45,,,,
7,0063125715866,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA WOMENS VAGINAL 50 BIL,,,,,60.00,,,CAP,,,Apr  3 2016 1,,,,,2.45,,,,
8,0063125715927,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA WOMENS 60 BILLION,,,,,30.00,,,VCP,,,,,,,,2.20,,,,
9,0063125715667,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA WOMENS CMPLTE 90 BLLN,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.20,,,,
10,0063125715660,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA COLON CARE 80 BILLION,,,,,30.00,,,CAP,,,Apr  3 2016 1,,,,,2.20,,,,
11,0063125715620,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA MENS COMPLTE 90 BILL,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.20,,,,
12,0063125715350,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA XTRA CARE 100 BILLION,,,,,30.00,,,CAP,,,Apr  3 2016 1,,,,,2.20,,,,
13,0063125715670,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA XTRA CARE 150 BILLION,,,,,30.00,,,CAP,,,Apr  3 2016 1,,,,,2.20,,,,
14,0063125715859,,,,1,,RENEW LIFE,,,,,ULTIMATE FLORA XTRA CARE 200 BILLION,,,,,7.00,,,PKT,,,Apr  3 2016 1,,,,,2.45,,,,
15,0065801011827,,,,1,,GARDEN OF LIFE,,,,,PROBIOTICS-DR FORMULATED-30 BILLION,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.40,,,,
16,0065801011845,,,,1,,GARDEN OF LIFE,,,,,PROBIOTICS-DR FORMULATED-90 BILLION,,,,,30.00,,,VCP,,,Apr  3 2016 1,,,,,2.40,,,,
17,0065801012008,,,,1,,GARDEN OF LIFE,,,,,DR. FRMLATD PRBIOTCS PRNATL ONC DLY,,,,,30.00,,,VCP,,,,,,,,2.40,,,,
18,0065801011831,,,,1,,GARDEN OF LIFE,,,,,PROBIOTIC-DR FORMULATED-MOOD,,,,,60.00,,,VCP,,,Apr  3 2016 1,,,,,2.40,,,,
19,0065801011830,,,,1,,GARDEN OF LIFE,,,,,PROBIOTIC-DR FORMULATED-PROSTATE,,,,,60.00,,,VCP,,,Apr  3 2016 1,,,,,2.40,,,,
20,0065801011834,,,,1,,GARDEN OF LIFE,,,,,PROBIOTIC-DR FORMULATED-URINARY TRCT,,,,,60.00,,,VCP,,,Apr  3 2016 1,,,,,2.40,,,,
21,0065801011567,,,,1,,GARDEN OF LIFE,,,,,RAW PROBIOTICS-WOMEN,,,,,90.00,,,VCP,,,Apr  3 2016 1,,,,,2.55,,,,
22,0065801011568,,,,1,,GARDEN OF LIFE,,,,,RAW PROBIOTICS-50 & WISER WOMEN,,,,,90.00,,,VCP,,,Apr  3 2016 1,,,,,2.55,,,,
23,0065801011565,,,,1,,GARDEN OF LIFE,,,,,RAW PROBIOTICS-MEN,,,,,90.00,,,VCP,,,Apr  3 2016 1,,,,,2.55,,,,
24,0065801011566,,,,1,,GARDEN OF LIFE,,,,,RAW PROBIOTICS-50 & WISER MEN,,,,,90.00,,,VCP,,,Apr  3 2016 1,,,,,2.55,,,,
