Positio,,UPC,,,,Facings,,,Brand,,,,,Long Description,,,,,,Size,,,UOM,,,,Date,,,,,Width,,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 5.00"",   Depth: 1' 8.00"",   Product: 3' 11.85""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0072607850340,,,,1,,,WINDROSE,,,,,TRANQUILITY INCENSE BURNER,,,,,,1.00,,,EA,,,,,,,,,3.50,,,,,,
2,0072607850940,,,,1,,,WINDROSE,,,,,CELTIC CERAMIC INCENSE STAND,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,2.18,,,,,,
3,0072607850235,,,,1,,,WINDROSE,,,,,LUCKY ELEPHANTS SOAPSTONE INCENSE HO,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,3.43,,,,,,
4,0072607850835,,,,1,,,TRILOKA,,,,,DIFFUSER-MAGIC BEANSTALK,,,,,,1.00,,,EA,,,,,,,,,2.60,,,,,,
5,0072607850836,,,,1,,,WINDROSE,,,,,DIFFUSER-SUNFACE W/ VINE,,,,,,1.00,,,EA,,,,,,,,,2.60,,,,,,
6,0072607850359,,,,1,,,TRILOKA,,,,,OM MINI DIFFUSER,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,2.82,,,,,,
7,0003062950510,,,,1,,,WINDROSE,,,,,TEALIGHT CANDLES 10PK,,,,,,1.00,,,CNT,,,,Jul 17 2016 1,,,,,3.10,,,,,,
8,0072607810334,,,,1,,,WINDROSE,,,,,NAG CHAMPA CONES,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,2.75,,,,,,
9,0005052555501,,,,1,,,SAI BABA,,,,,INCENSE-NAG CHAMPA 15 GR 2015,,,,,,15.00,,,GM,,,,Jul 17 2016 1,,,,,8.63,,,,,,
10,0005052555503,,,,1,,,SAI BABA,,,,,INCENSE-NAG CHAMPA 40 GR 2015,,,,,,40.00,,,GM,,,,Jul 17 2016 1,,,,,8.63,,,,,,
11,0005052555505,,,,1,,,SAI BABA,,,,,INCENSE-NAG CHAMPA,,,,,,100.00,,,GM,,,,Jul 17 2016 1,,,,,9.00,,,,,,
12,0072607810104,,,,1,,,WINDROSE,,,,,GOLOKA NAGCHAMPA,,,,,,16.00,,,GM,,,,Jul 17 2016 1,,,,,8.63,,,,,,
13,0072607810268,,,,1,,,WINDROSE,,,,,GOLOKA NAGCHAMPA AGARBATHI,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,8.63,,,,,,
14,0072607810266,,,,1,,,WINDROSE,,,,,SHRINIVAS SUGANDHALAYA SUPER HIT INC,,,,,,15.00,,,GM,,,,Jul 17 2016 1,,,,,8.63,,,,,,
15,0072607810270,,,,1,,,WINDROSE,,,,,SUPER HIT INCENSE,,,,,,40.00,,,GM,,,,Jul 17 2016 1,,,,,8.63,,,,,,
16,0072607810127,,,,1,,,WINDROSE,,,,,TARA HEALING INCENSE,,,,,,1.00,,,EA,,,,Jul 17 2016 1,,,,,5.90,,,,,,
