",,,,,,,,,,,,,"Confidential-For Sprouts Use Only
Page 1 / 6",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 8:  Height 0' 8.00"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 7:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 6:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 5:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 4:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 3:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 2:  Height 0' 5.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 1:  Height 0' 9.50"", Length 4' 0.00"", Depth 1' 1.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0009746748716,,,,1,,,NATURE'S PLUS,,,,,,TESTOSTERONE BOOST FOR MEN-T MALE,,,,,60.00,,,TAB,,,,Jun 12 2016 1,,,,2.59,,,,,
14,0085238800175,,,,1,,,DREAMBRANDS,,,,,,M DRIVE,,,,,60.00,,,VCP,,,,Jun 12 2016 1,,,,3.42,,,,,
15,0085238800124,,,,1,,,DREAMBRANDS,,,,,,M DRIVE TESTOSTERONE SUPPORT,,,,,60.00,,,TAB,,,,Jun 12 2016 1,,,,3.42,,,,,
16,0085238800126,,,,1,,,DREAMBRANDS,,,,,,BOOST & BURN,,,,,75.00,,,VCP,,,,Jun 12 2016 1,,,,3.42,,,,,
17,0085238800182,,,,1,,,DREAMBRANDS,,,,,,M DRIVE ELITE ATHLETE FORMULA,,,,,90.00,,,CAP,,,,May 15 2016 1,,,,3.40,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.93""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667062109,,,,1,,,SPROUTS,,,,,,YOHIMBE,,,,,1.00,,,FOZ,,,,Jun 12 2016 1,,,,1.32,,,,,
2,0004746902276,,,,1,,,NATROL,,,,,,YOHIMBE BARK 500 MG,,,,,90.00,,,CAP,,,,Jun 12 2016 1,,,,1.98,,,,,
3,0071036326240,,,,1,,,IRWIN NATURALS,,,,,,ADVANCED YOHIMBE PLUS,,,,,100.00,,,SG,,,,Jun 12 2016 1,,,,2.58,,,,,
4,0002107810481,,,,1,,,PLANETARY HERBALS,,,,,,HORNY GOAT WEED 600 MG,,,,,45.00,,,TAB,,,,Jun 12 2016 1,,,,1.70,,,,,
5,0002107810484,,,,1,,,PLANETARY HERBALS,,,,,,HORNY GOAT WEED 1200 MG,,,,,60.00,,,TAB,,,,Jun 12 2016 1,,,,2.05,,,,,
6,0002354237041,,,,1,,,KYOLIC,,,,,,LUCKY 7-MALE PERFORMANCE FORMULA,,,,,60.00,,,CAP,,,,,,,,2.24,,,,,
7,0004786841569,,,,1,,,NATURAL BALANCE,,,,,,COBRA ENERGY,,,,,60.00,,,VCP,,,,Jun 12 2016 1,,,,2.51,,,,,
8,0036311321596,,,,1,,,LIDDELL,,,,,,VITAL MALE SEXUAL ENERGY,,,,,1.00,,,FOZ,,,,Jun 12 2016 1,,,,1.90,,,,,
9,0068907681569,,,,1,,,BIORAY,,,,,,RED ROOSTER,,,,,2.00,,,FOZ,,,,,,,,1.60,,,,,
10,0008300026510,,,,1,,,NATURE'S ANSWER,,,,,,MALE COMPLETE,,,,,120.00,,,VCP,,,,Jun 12 2016 1,,,,2.47,,,,,
11,0007663590990,,,,1,,,SUPERIOR SOURCE,,,,,,JUST MEN SEX DRIVE,,,,,60.00,,,TAB,,,,Jun 12 2016 1,,,,1.60,,,,,
12,0075106339910,,,,1,,,GAIA HERBS,,,,,,MALE LIBIDO LIQUID PHYTO CAPS,,,,,60.00,,,VCP,,,,Jun 12 2016 1,,,,2.23,,,,,
13,0064667004681,,,,1,,,SPROUTS,,,,,,MALE VIRILITY,,,,,1.00,,,FOZ,,,,Jun 12 2016 1,,,,1.32,,,,,
14,0002107801155,,,,1,,,SOURCE NATURALS,,,,,,MALE RESPONSE,,,,,45.00,,,TAB,,,,Jun 12 2016 1,,,,2.23,,,,,
15,0007628002151,,,,1,,,SOLARAY,,,,,,MALE STAMINA BLEND SP 15B,,,,,100.00,,,CAP,,,,Jun 12 2016 1,,,,2.00,,,,,
16,0074788903150,,,,1,,,CRYSTAL STAR,,,,,,MALE PERFORMANCE,,,,,60.00,,,VCP,,,,Jun 12 2016 1,,,,2.32,,,,,
17,0074788903160,,,,1,,,CRYSTAL STAR,,,,,,MENS LIBIDO,,,,,60.00,,,VCP,,,,Jun 12 2016 1,,,,2.32,,,,,
18,0071036326238,,,,1,,,IRWIN NATURALS,,,,,,STEEL LIBIDO,,,,,75.00,,,SG,,,,Jun 12 2016 1,,,,2.58,,,,,
19,0071036357860,,,,1,,,IRWIN NATURALS,,,,,,STEEL LIBIDO RED,,,,,75.00,,,SG,,,,Jun 12 2016 1,,,,2.58,,,,,
20,0071036358136,,,,1,,,IRWIN NATURALS,,,,,,STEEL-LIBIDO RED,,,,,150.00,,,SG,,,,Jun 12 2016 1,,,,2.97,,,,,
21,0071036358600,,,,1,,,IRWIN NATURALS,,,,,,STEEL LIBIDIO PEAK TESTOSTERONE,,,,,75.00,,,SG,,,,,,,,2.58,,,,,
22,0085607800504,,,,1,,,SUSTAIN,,,,,,CONDOM-LATEX-ULTRA THIN-3 PK,,,,,3.00,,,CNT,,,,Jun 12 2016 1,,,,2.41,,,,,
Positio,,,,UPC,,Facings,,,,,,Brand,,,,Long Description,,,,,Size,,,UOM,,,,,Date,,,Width,,,
"-----------
Totals:",,,"--------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------
---------------
22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.88""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0089381400102,,,,1,,,NATURAL HEALTH INTERNATIONAL,,,,,,REVOLUTION MACALIBRIUM,,,,,120.00,,,CAP,,,,Jun 12 2016 1,,,,5.91,,,,,
2,0083876606000,,,,1,,,VEGA,,,,,,MACA,,,,,60.00,,,VCP,,,,Jun 12 2016 1,,,,2.08,,,,,
3,0085324400371,,,,1,,,YOUTHEORY,,,,,,MENS MACA,,,,,120.00,,,TAB,,,,Jun 12 2016 1,,,,3.02,,,,,
4,0009070000346,,,,2,,,HERB PHARM,,,,,,MACA EXTRACT,,,,,1.00,,,FOZ,,,,Jun 12 2016 1,,,,1.29,,,,,
5,0009070000451,,,,1,,,HERB PHARM,,,,,,MACA CAPSULES,,,,,60.00,,,VCP,,,,Jun 12 2016 1,,,,2.04,,,,,
6,0064667063160,,,,2,,,SPROUTS,,,,,,MACA,,,,,1.00,,,FOZ,,,,Jun 12 2016 1,,,,1.32,,,,,
7,0064667062127,,,,2,,,SPROUTS,,,,,,MACA POWDER CAP,,,,,90.00,,,VCP,,,,Jun 12 2016 1,,,,2.21,,,,,
8,0064667062137,,,,1,,,SPROUTS,,,,,,MACA-ORGANIC,,,,,4.00,,,OZ,,,,Jun 12 2016 1,,,,2.88,,,,,
9,0069119500110,,,,1,,,WHOLE WORLD BOTANICALS,,,,,,ROYAL MACA-LIBIDO-BALANCE,,,,,60.00,,,CAP,,,,Jun 12 2016 1,,,,1.98,,,,,
10,0069119500109,,,,1,,,WHOLE WORLD BOTANICALS,,,,,,ROYAL MACA-LIBIDO-BALANCE,,,,,120.00,,,CAP,,,,Jun 12 2016 1,,,,2.52,,,,,
11,0069119500152,,,,1,,,WHOLE WORLD BOTANICALS,,,,,,ROYAL MACA COOKED EXTRACT,,,,,2.01,,,OZ,,,,Jun 12 2016 1,,,,1.67,,,,,
12,0005149460142,,,,1,,,MEGAFOOD,,,,,,DAILY MACA PLUS-MEN OVER 40-JAR,,,,,44.40,,,GM,,,,Jun 12 2016 1,,,,2.88,,,,,
13,0075106399753,,,,1,,,GAIA HERBS,,,,,,MACA ROOT,,,,,60.00,,,VCP,,,,Jun 12 2016 1,,,,2.21,,,,,
14,0075106314673,,,,1,,,GAIA HERBS,,,,,,MACA POWDER-GELANTINIZED-ORG,,,,,8.00,,,OZ,,,,Jun 12 2016 1,,,,3.76,,,,,
15,0075106314659,,,,1,,,GAIA HERBS,,,,,,MACA BOOST-REAL CACAO GINGER,,,,,8.00,,,OZ,,,,Jun 12 2016 1,,,,3.76,,,,,
16,0071036359205,,,,1,,,IRWIN NATURALS,,,,,,MACA ROOT W/ ASHWAGANDHA,,,,,75.00,,,SG,,,,,,,,2.58,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 3' 11.91""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0001579401900,,,,1,,,COUNTRY LIFE,,,,,,SAW PALMETTO PYGEUM,,,,,90.00,,,CAP,,,,Jun 12 2016 1,,,,2.46,,,,,
2,0007628002160,,,,1,,,SOLARAY,,,,,,PROSTATE BLEND SP-16,,,,,100.00,,,CAP,,,,Jun 12 2016 1,,,,2.00,,,,,
3,0007628003760,,,,1,,,SOLARAY,,,,,,PYGEUM AFRICANUM-50 MG,,,,,60.00,,,CAP,,,,Jun 12 2016 1,,,,2.00,,,,,
4,0007628003766,,,,1,,,SOLARAY,,,,,,ONE DAILY SAW PALMETTO & PYGEUM,,,,,30.00,,,SG,,,,,,,,2.00,,,,,
5,0064667063130,,,,2,,,SPROUTS,,,,,,SAW PALMETTO,,,,,1.00,,,FOZ,,,,Jun 12 2016 1,,,,1.32,,,,,
6,0064667068089,,,,1,,,SPROUTS,,,,,,SAW PALMETTO 160 MG,,,,,60.00,,,SG,,,,Jun 12 2016 1,,,,2.02,,,,,
7,0064667068090,,,,1,,,SPROUTS,,,,,,SAW PALMETTO 160 MG,,,,,120.00,,,SG,,,,Jun 12 2016 1,,,,2.25,,,,,
8,0070619500053,,,,1,,,OREGON'S WILD HARVEST,,,,,,SAW PALMETTO-ORGANIC,,,,,90.00,,,CAP,,,,Jun 12 2016 1,,,,2.23,,,,,
9,0007628001550,,,,1,,,SOLARAY,,,,,,SAW PALMETTO BERRIES-580 MG,,,,,100.00,,,CAP,,,,Jun 12 2016 1,,,,2.00,,,,,
10,0003367416750,,,,1,,,NATURE'S WAY,,,,,,SAW PALMETTO BERRIES,,,,,100.00,,,VCP,,,,Jun 12 2016 1,,,,1.99,,,,,
11,0003367416758,,,,1,,,NATURE'S WAY,,,,,,SAW PALMETTO BERRIES,,,,,180.00,,,VCP,,,,Jun 12 2016 1,,,,2.59,,,,,
12,0004064700685,,,,1,,,NATURE'S LIFE,,,,,,SAW PALMETTO 580 MG,,,,,100.00,,,CAP,,,,Jun 12 2016 1,,,,2.52,,,,,
13,0002107801415,,,,1,,,SOURCE NATURALS,,,,,,BETA SITOSTEROL MEGA 375 MG,,,,,60.00,,,TAB,,,,Jun 12 2016 1,,,,2.41,,,,,
14,0007628010727,,,,1,,,SOLARAY,,,,,,PUMPKIN SEED OIL,,,,,90.00,,,CNT,,,,Jun 12 2016 1,,,,2.51,,,,,
Positio,,,,UPC,,Facings,,,,,,Brand,,,,Long Description,,,,,Size,,,UOM,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0073373901840,1,NOW,PUMPKIN OIL 1000 MG,100.00,SG,
16,0006895801016,1,NATURAL FACTORS,LYCOPENE 10 MG,60.00,SG,
17,0073373903062,1,NOW,LYCOPENE 20 MG,50.00,SG,
18,0073373904721,1,NOW,MACA 500 MG,100.00,VCP,
19,0007628001376,1,SOLARAY,MACA ROOT-525 MG,100.00,CAP,
20,0070619500441,1,OREGON'S WILD HARVEST,MACA ROOT-ORGANIC,90.00,VCP,
21,0006895804537,1,NATURAL FACTORS,MACA RICH 500 MG-ORGANIC,90.00,VCP,
Totals:,,
"Shelf: 8,   Length: 4' 0.00"",    Height: 0' 8.00"",   Depth: 1' 1.00"",   Product: 3' 11.91""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0072778390092,,,,1,,,NEW CHAPTER,,,,,,ZYFLAMEND PROSTATE,,,,,60.00,,,VCP,,,,Jun 12 2016 1,,,,2.15,,,,,
2,0072778390067,,,,1,,,NEW CHAPTER,,,,,,PROSTATE 5LX,,,,,60.00,,,VCP,,,,Jun 12 2016 1,,,,2.15,,,,,
3,0072778390068,,,,2,,,NEW CHAPTER,,,,,,PROSTATE 5LX,,,,,120.00,,,VCP,,,,Jun 12 2016 1,,,,2.63,,,,,
4,0065801012188,,,,1,,,GARDEN OF LIFE,,,,,,PROSTATE-ORG-HERBAL SUPPORT-MY KIND,,,,,60.00,,,TAB,,,,,,,,2.54,,,,,
5,0065801012005,,,,1,,,GARDEN OF LIFE,,,,,,DR. FORMULATD PRBIOTICS PROSTATE SS,,,,,60.00,,,VCP,,,,Oct 23 2016 1,,,,2.34,,,,,
6,0074365000220,,,,1,,,EMERALD LABORATORIES,,,,,,PROSTATE HEALTH,,,,,90.00,,,VCP,,,,Jun 12 2016 1,,,,2.51,,,,,
7,0073373903340,,,,1,,,NOW,,,,,,PROSTATE SUPPORT,,,,,90.00,,,SG,,,,Jun 12 2016 1,,,,2.52,,,,,
8,0075395000085,,,,1,,,DOCTORS BEST,,,,,,COMPREHENSIVE PROSTATE FORMULA,,,,,120.00,,,CAP,,,,Jun 12 2016 1,,,,2.38,,,,,
9,0079001129004,,,,1,,,JARROW FORMULAS,,,,,,PROSTATE OPT,,,,,90.00,,,SG,,,,Jun 12 2016 1,,,,2.39,,,,,
10,0064667067315,,,,1,,,SPROUTS,,,,,,PROSTATE SUPPORT,,,,,60.00,,,SG,,,,Jun 12 2016 1,,,,2.44,,,,,
11,0064667067314,,,,1,,,SPROUTS,,,,,,PROSTATE SUPPORT,,,,,120.00,,,SG,,,,Jun 12 2016 1,,,,2.97,,,,,
12,0071036326245,,,,1,,,IRWIN NATURALS,,,,,,PROSTA-STRONG,,,,,90.00,,,SG,,,,Jun 12 2016 1,,,,2.58,,,,,
13,0071036357829,,,,1,,,IRWIN NATURALS,,,,,,PROSTA-STRONG,,,,,180.00,,,SG,,,,Jun 12 2016 1,,,,2.98,,,,,
14,0071036358532,,,,1,,,IRWIN NATURALS,,,,,,PROSTA-STRONG RED,,,,,80.00,,,SG,,,,Jun 12 2016 1,,,,2.59,,,,,
15,0004064700615,,,,1,,,NATURE'S LIFE,,,,,,600 PROSTATE MAINTAIN,,,,,100.00,,,VCP,,,,Jun 12 2016 1,,,,2.52,,,,,
16,0004064700616,,,,1,,,NATURE'S LIFE,,,,,,600 PROSTATE MAINTAIN,,,,,250.00,,,VCP,,,,Jun 12 2016 1,,,,3.19,,,,,
17,0001605545686,,,,1,,,BURIED TREASURE,,,,,,MENS PROSTATE COMPLETE,,,,,16.00,,,FOZ,,,,Jun 12 2016 1,,,,2.78,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
