Positio,,,UPC,,,,Facings,,Brand,,,,,Long Description,,,,,Size,,,,UOM,,,,Date,,,,Width,,,,,,
11,,0081783501026,,,,1,,EVAN HEALY SKIN CARE,,,,,BLUE CHAMOMILE DAY MOISTURIZER,,,,,1.40,,,OZ,,,,,Jun  5 2016 1,,,,2.56,,,,,,,
12,,0081783501037,,,,1,,EVAN HEALY SKIN CARE,,,,,GREEN TEA CLAY,,,,,2.40,,,OZ,,,,,,,,,2.80,,,,,,,
13,,0081783501002,,,,1,,EVAN HEALY SKIN CARE,,,,,TEA TREE GEL CLEANSER,,,,,4.00,,,OZ,,,,,Jun  5 2016 1,,,,2.06,,,,,,,
14,,0081783501006,,,,1,,EVAN HEALY SKIN CARE,,,,,LEMON THYME FACIAL TONIC HYDROSOL,,,,,4.00,,,OZ,,,,,,,,,2.05,,,,,,,
15,,0081783501035,,,,1,,EVAN HEALY SKIN CARE,,,,,BLEMISH TREATMENT ROLL-ON,,,,,0.17,,,OZ,,,,,Jun  5 2016 1,,,,1.42,,,,,,,
16,,0081783501027,,,,1,,EVAN HEALY SKIN CARE,,,,,WHIPPED SHEA BUTTER WITH OLIVE LEAF,,,,,1.90,,,OZ,,,,,Jun  5 2016 1,,,,2.56,,,,,,,
17,,0081783501032,,,,1,,EVAN HEALY SKIN CARE,,,,,SEA ALGAE SERUM,,,,,0.50,,,OZ,,,,,Jun  5 2016 1,,,,1.42,,,,,,,
18,,0081783501031,,,,1,,EVAN HEALY SKIN CARE,,,,,POMEGRANTE REPAIR SERUM,,,,,0.50,,,OZ,,,,,Jun  5 2016 1,,,,1.42,,,,,,,
19,,0081783501115,,,,1,,EVAN HEALY SKIN CARE,,,,,ORG WILD CARROT NOURISHING EYE BALM,,,,,0.50,,,OZ,,,,,Jun  5 2016 1,,,,1.42,,,,,,,
20,,0081783501029,,,,1,,EVAN HEALY SKIN CARE,,,,,LIGHT MOISTURE REPLENISHING FLUID,,,,,2.00,,,OZ,,,,,,,,,1.68,,,,,,,
21,,0081783501127,,,,1,,EVAN HEALY SKIN CARE,,,,,SHEER TINT SUN STICK SPF 30,,,,,0.50,,,OZ,,,,,,,,,1.45,,,,,,,
22,,0081783501108,,,,1,,EVAN HEALY SKIN CARE,,,,,WHIPPED SHEA BUTTER FOR LIPS,,,,,0.25,,,OZ,,,,,,,,,0.75,,,,,,,
,,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 8' 0.00"",    Height: 0' 7.50"",   Depth: 1' 8.00"",   Product: 7' 11.99""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positio,,,,,UPC,,Facings,,,Brand,,,,,Long Description,,,,,Size,,,,UOM,,,,Date,,,,Width,,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0003098501485,,,,1,,DERMA-E,,,,,MINERAL POWDER-SUN PROTECT-SPF 30,,,,,0.18,,,OZ,,,,,,,,,1.90,,,,,,,
2,,0003098500690,,,,1,,DERMA-E,,,,,FACIAL SCRUB-MICODERMABRASION,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.45,,,,,,,
3,,0003098501470,,,,1,,DERMA-E,,,,,CLEANSING OIL-NOURISHING ROSE,,,,,2.00,,,FOZ,,,,,,,,,1.70,,,,,,,
4,,0003098501400,,,,1,,DERMA-E,,,,,FACE OIL-SUN KISS ALBA-RADIANT GLOW,,,,,2.00,,,FOZ,,,,,,,,,1.55,,,,,,,
5,,0003098501480,,,,1,,DERMA-E,,,,,TONER-RADIANCE,,,,,6.00,,,FOZ,,,,,,,,,1.71,,,,,,,
6,,0003098500700,,,,1,,DERMA-E,,,,,DEEP WRINKLE REVERSE MOISTURIZER,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.45,,,,,,,
7,,0003098500725,,,,1,,DERMA-E,,,,,ADVANCED PEPTIDES & COLLAGEN SERUM,,,,,2.00,,,FOZ,,,,,,,,,1.35,,,,,,,
8,,0003098500775,,,,1,,DERMA-E,,,,,EYE CREAM-ADVNCD PEPTIDES & COLLAGEN,,,,,0.50,,,OZ,,,,,,,,,2.45,,,,,,,
9,,0003098500641,,,,1,,DERMA-E,,,,,CLEANSER-DMAE LIPOIC ESTER C,,,,,6.00,,,OZ,,,,,Jun  5 2016 1,,,,1.73,,,,,,,
10,,0003098502041,,,,1,,DERMA-E,,,,,TONER-ESTER C TONER,,,,,6.00,,,OZ,,,,,Jun  5 2016 1,,,,1.71,,,,,,,
11,,0003098504100,,,,1,,DERMA-E,,,,,DMAE CREME-ALPHA LIPOIC C ESTER,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.45,,,,,,,
12,,0003098504125,,,,1,,DERMA-E,,,,,SERUM-ALPHA LIPOIC C ESTER,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,1.67,,,,,,,
13,,0003098504175,,,,1,,DERMA-E,,,,,EYE LIFT-FIRMING DMAE,,,,,0.50,,,OZ,,,,,Jun  5 2016 1,,,,1.53,,,,,,,
14,,0003098504200,,,,1,,DERMA-E,,,,,CLAY MASK-FIRMING MAGNETIC,,,,,0.35,,,OZ,,,,,,,,,2.95,,,,,,,
15,,0003098500475,,,,1,,DERMA-E,,,,,AGE SPOT CREME-SKIN LIGHTENING,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.45,,,,,,,
16,,0065474935330,,,,1,,AVALON ORGANICS,,,,,SCRUB-EXFOLIATNG-ENZYME-LAVENDER,,,,,4.00,,,OZ,,,,,Jun  5 2016 1,,,,2.73,,,,,,,
17,,0065474935309,,,,1,,AVALON ORGANICS,,,,,CLEANSING GEL-LAVENDER,,,,,8.00,,,FOZ,,,,,Jun  5 2016 1,,,,2.75,,,,,,,
18,,0065474935310,,,,1,,AVALON ORGANICS,,,,,MOISTURIZER-DAILY-LAVENDER,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,1.50,,,,,,,
19,,0065474935315,,,,1,,AVALON ORGANICS,,,,,MOISTURE CREAM-ULTIMATE-LAVENDER,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.50,,,,,,,
20,,0065474935318,,,,1,,AVALON ORGANICS,,,,,TOWELETTES-LAVENDER,,,,,30.00,,,CNT,,,,,Jun  5 2016 1,,,,3.65,,,,,,,
21,,0065474935812,,,,1,,AVALON ORGANICS,,,,,FACIAL CLEANSER-COQ10,,,,,8.50,,,OZ,,,,,Jun  5 2016 1,,,,2.75,,,,,,,
22,,0065474935809,,,,1,,AVALON ORGANICS,,,,,WRINKLE THERAPY-CLEANSE OIL,,,,,8.00,,,FOZ,,,,,Jun  5 2016 1,,,,2.75,,,,,,,
23,,0065474935811,,,,1,,AVALON ORGANICS,,,,,TONER-FACIAL-COQ10,,,,,8.00,,,OZ,,,,,Jun  5 2016 1,,,,2.75,,,,,,,
24,,0065474935810,,,,1,,AVALON ORGANICS,,,,,BODY LOTION-COQ10-ULTRA FIRMING,,,,,8.00,,,OZ,,,,,Jun  5 2016 1,,,,2.05,,,,,,,
25,,0065474935805,,,,1,,AVALON ORGANICS,,,,,WRINKLE DEFENSE CREME-COQ10,,,,,1.75,,,OZ,,,,,Jun  5 2016 1,,,,2.55,,,,,,,
26,,0065474935804,,,,1,,AVALON ORGANICS,,,,,WRINKLE DEFENSE NIGHT CREME-COQ10,,,,,1.75,,,FOZ,,,,,Jun  5 2016 1,,,,2.55,,,,,,,
27,,0065474935800,,,,1,,AVALON ORGANICS,,,,,WRINKLE DEFENSE SERUM-COQ10,,,,,0.55,,,OZ,,,,,Jun  5 2016 1,,,,2.55,,,,,,,
28,,0065474945390,,,,1,,AVALON ORGANICS,,,,,CLEANSING MILK-VITAMIN C,,,,,8.50,,,OZ,,,,,Jun  5 2016 1,,,,2.75,,,,,,,
29,,0065474945388,,,,1,,AVALON ORGANICS,,,,,CLEANSING GEL-VITAMIN C,,,,,8.50,,,OZ,,,,,Jun  5 2016 1,,,,2.75,,,,,,,
30,,0065474945387,,,,1,,AVALON ORGANICS,,,,,TONER-FACIAL-VITAMIN C,,,,,8.50,,,OZ,,,,,Jun  5 2016 1,,,,2.75,,,,,,,
31,,0065474945384,,,,1,,AVALON ORGANICS,,,,,MOITSURIZER-OIL FREE-VITAMIN C,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.50,,,,,,,
32,,0065474945383,,,,1,,AVALON ORGANICS,,,,,FACIAL CREAM-RENEWAL-VITAMIN C,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.50,,,,,,,
33,,0065474945380,,,,1,,AVALON ORGANICS,,,,,FACIAL SERUM-VITAMIN C,,,,,1.00,,,OZ,,,,,Jun  5 2016 1,,,,1.50,,,,,,,
34,,0065474945382,,,,1,,AVALON ORGANICS,,,,,EYE CREME-VITAMIN C,,,,,1.00,,,OZ,,,,,Jun  5 2016 1,,,,1.50,,,,,,,
35,,0065474945392,,,,1,,AVALON ORGANICS,,,,,MOISTURE-INTENSE DEFENSE-SPF 10,,,,,1.75,,,OZ,,,,,Jun  5 2016 1,,,,1.50,,,,,,,
36,,0065474945395,,,,1,,AVALON ORGANICS,,,,,ANTIOXIDANT OIL-INTENSE DEFENSE,,,,,1.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.30,,,,,,,
37,,0065474945393,,,,1,,AVALON ORGANICS,,,,,TOWELETTES-DETOX,,,,,30.00,,,CNT,,,,,Jun  5 2016 1,,,,3.65,,,,,,,
38,,0007852206030,,,,1,,JASON,,,,,APRICOT SCRUBBLE,,,,,4.00,,,OZ,,,,,Jun  5 2016 1,,,,2.35,,,,,,,
Positio,,,,,UPC,,Facings,,,Brand,,,,,Long Description,,,,,Size,,,,UOM,,,,Date,,,,Width,,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,0007852206036,,,,1,,JASON,,,,,CLEANSER-SUPER C-ESTER C,,,,,6.00,,,OZ,,,,,Jun  5 2016 1,,,,1.70,,,,,,,
40,,0007852206038,,,,1,,JASON,,,,,TONER-SUPER C-ESTER C,,,,,6.00,,,OZ,,,,,Jun  5 2016 1,,,,1.70,,,,,,,
41,,0007852233003,,,,1,,JASON,,,,,LOTION-ANTIOXIDANT-ESTER C,,,,,4.00,,,OZ,,,,,Jun  5 2016 1,,,,1.70,,,,,,,
42,,0007852233002,,,,1,,JASON,,,,,ANTI AGING CREME-ESTER C,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.40,,,,,,,
43,,0007852204006,,,,1,,JASON,,,,,FACIAL SERUM-HYPER C,,,,,1.00,,,OZ,,,,,Jun  5 2016 1,,,,1.43,,,,,,,
,,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 8' 0.00"",    Height: 0' 7.50"",   Depth: 1' 8.00"",   Product: 7' 11.72""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0003098500355,,,,1,,DERMA-E,,,,,CLEASING WATER-VITAMIN C MICELLAR,,,,,6.00,,,FOZ,,,,,,,,,1.72,,,,,,,
2,,0003098500365,,,,1,,DERMA-E,,,,,SERUM-VITAMIN C-CONCENTRATED,,,,,2.00,,,FOZ,,,,,,,,,1.30,,,,,,,
3,,0003098500360,,,,1,,DERMA-E,,,,,MOISTURIZER-VITAMIN C-RENEWING,,,,,2.00,,,FOZ,,,,,,,,,1.30,,,,,,,
4,,0003098500370,,,,1,,DERMA-E,,,,,CREAM-NIGHT-VITAMIN C,,,,,2.00,,,OZ,,,,,,,,,2.40,,,,,,,
5,,0003098500380,,,,1,,DERMA-E,,,,,CLAY MASK-VITAMIN C BRIGHTENING,,,,,0.35,,,OZ,,,,,,,,,2.95,,,,,,,
6,,0003098500461,,,,1,,DERMA-E,,,,,HYDRATING CLEANSER-HYALURONIC,,,,,6.00,,,OZ,,,,,Jun  5 2016 1,,,,1.73,,,,,,,
7,,0003098500460,,,,1,,DERMA-E,,,,,HYDRATING FACIAL WIPES,,,,,25.00,,,CNT,,,,,Jun  5 2016 1,,,,3.25,,,,,,,
8,,0003098500459,,,,1,,DERMA-E,,,,,HYDRATING FACIAL SCRUB,,,,,4.00,,,OZ,,,,,Jun  5 2016 1,,,,3.00,,,,,,,
9,,0003098500469,,,,1,,DERMA-E,,,,,HYDRATING MIST-HYALURONIC,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,1.35,,,,,,,
10,,0003098500467,,,,1,,DERMA-E,,,,,HYALURONIC ACID REHYDRATING SERUM,,,,,2.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.35,,,,,,,
11,,0003098500465,,,,1,,DERMA-E,,,,,DAY CREME-HYALURONIC ACID,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.45,,,,,,,
12,,0003098500466,,,,1,,DERMA-E,,,,,NIGHT CREME-HYALURONIC ACID,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.45,,,,,,,
13,,0003098501975,,,,1,,DERMA-E,,,,,EYE CREME-HYALURONIC & PYCNOGENOL,,,,,0.50,,,OZ,,,,,Jun  5 2016 1,,,,1.55,,,,,,,
14,,0003098501200,,,,1,,DERMA-E,,,,,PURIFYING GEL CLEANSER,,,,,6.00,,,FOZ,,,,,Jun  5 2016 1,,,,3.00,,,,,,,
15,,0003098501230,,,,1,,DERMA-E,,,,,PURIFYING DAILY DETOX SCRUB,,,,,4.00,,,OZ,,,,,Jun  5 2016 1,,,,2.40,,,,,,,
16,,0003098501220,,,,1,,DERMA-E,,,,,PURIFYING CHARCOAL MASK,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,1.70,,,,,,,
17,,0003098501222,,,,1,,DERMA-E,,,,,PURIFYING CHARCOAL MASK PACKET,,,,,1.00,,,PKT,,,,,Jun  5 2016 1,,,,2.95,,,,,,,
18,,0003098500603,,,,1,,DERMA-E,,,,,EVENLY RADIANT CLEANSER,,,,,6.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.73,,,,,,,
19,,0003098500333,,,,1,,DERMA-E,,,,,EVENLY RADIAN DAY CREME SPF 15,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.45,,,,,,,
20,,0003098500334,,,,1,,DERMA-E,,,,,EVENLY RADIANT BRIGHTENING NIGHT CRM,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.45,,,,,,,
21,,0003098500352,,,,1,,DERMA-E,,,,,EVENLY RADIANT SERUM,,,,,2.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.35,,,,,,,
22,,0003098500375,,,,1,,DERMA-E,,,,,EVENLY RADIANT DARK CIRCLE CREME,,,,,0.50,,,OZ,,,,,Jun  5 2016 1,,,,1.57,,,,,,,
23,,0003098500481,,,,1,,DERMA-E,,,,,CLEANSER-GLYCOLIC-VITAMIN A,,,,,6.00,,,OZ,,,,,Jun  5 2016 1,,,,1.73,,,,,,,
24,,0003098500482,,,,1,,DERMA-E,,,,,TONER-GLYCOLIC-VITAMIN A,,,,,6.00,,,OZ,,,,,Jun  5 2016 1,,,,1.71,,,,,,,
25,,0003098500483,,,,1,,DERMA-E,,,,,FACIAL SCRUB-GLYCOLIC-VITAMIN A,,,,,4.00,,,OZ,,,,,Jun  5 2016 1,,,,3.00,,,,,,,
26,,0003098502300,,,,1,,DERMA-E,,,,,RENEWAL CREAM-RETINOL GREEN TEA,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.45,,,,,,,
27,,0003098500480,,,,1,,DERMA-E,,,,,WRINKLE CREME-VITAMIN A,,,,,4.00,,,OZ,,,,,Jun  5 2016 1,,,,2.86,,,,,,,
28,,0003098500888,,,,1,,DERMA-E,,,,,VITAMIN A WITH E WRINKLE TREATMENT,,,,,2.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.50,,,,,,,
29,,0003098500486,,,,1,,DERMA-E,,,,,ANTI WRINKLE VIT A NIGHT SERUM,,,,,2.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.35,,,,,,,
Positio,,,,,UPC,,Facings,,,Brand,,,,,Long Description,,,,,Size,,,,UOM,,,,Date,,,,Width,,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,0003098500487,,,,1,,DERMA-E,,,,,ANTI WRINKLE VIT A EYE CREAM,,,,,0.50,,,OZ,,,,,Jun  5 2016 1,,,,1.55,,,,,,,
31,,0003098500696,,,,1,,DERMA-E,,,,,PYCNOGENOL FACIAL CLEANSER,,,,,6.00,,,OZ,,,,,Jun  5 2016 1,,,,1.73,,,,,,,
32,,0003098500495,,,,1,,DERMA-E,,,,,PYCNOGENOL CREME,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.45,,,,,,,
33,,0003098503700,,,,1,,DERMA-E,,,,,SKIN CLEANSER-VERY CLEAR PROBLEM,,,,,6.00,,,OZ,,,,,Jun  5 2016 1,,,,1.73,,,,,,,
34,,0003098503750,,,,1,,DERMA-E,,,,,SCRUB-CLEANSING-VERY CLEAR,,,,,4.00,,,OZ,,,,,Jun  5 2016 1,,,,3.00,,,,,,,
35,,0003098503800,,,,1,,DERMA-E,,,,,BLEMISH TREATMENT-VERY CLEAR,,,,,0.50,,,OZ,,,,,Jun  5 2016 1,,,,1.54,,,,,,,
36,,0003098503900,,,,1,,DERMA-E,,,,,SKIN MOISTURIZER-VERY CLEAR PROBLEM,,,,,2.00,,,OZ,,,,,Jun  5 2016 1,,,,2.45,,,,,,,
37,,0085997500222,,,,1,,ANDALOU NATURALS,,,,,MEYER LEMON CREAMY CLEANSER,,,,,6.00,,,FOZ,,,,,Jun  5 2016 1,,,,2.00,,,,,,,
38,,0085997500248,,,,1,,ANDALOU NATURALS,,,,,CHIA & OMEGA RADIANT SKIN POLISH,,,,,2.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.60,,,,,,,
39,,0085997500226,,,,1,,ANDALOU NATURALS,,,,,PUMPKIN HONEY GLYCOLIC MASK,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
40,,0085997500246,,,,1,,ANDALOU NATURALS,,,,,CLEMENTINE & C ILLUMINATING TONER,,,,,6.00,,,FOZ,,,,,Jun  5 2016 1,,,,2.00,,,,,,,
41,,0085997500254,,,,1,,ANDALOU NATURALS,,,,,TURMERIC & C ENLIGHTEN SERUM,,,,,1.10,,,FOZ,,,,,Jun  5 2016 1,,,,1.35,,,,,,,
42,,0085997500230,,,,1,,ANDALOU NATURALS,,,,,PROBIOTIC +C RENEWAL CREAM,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
43,,0085997500250,,,,1,,ANDALOU NATURALS,,,,,BRIGHTENING LUMINOUS NIGHT CREAM,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
44,,0085997500236,,,,1,,ANDALOU NATURALS,,,,,LUMINOUS EYE SERUM,,,,,0.60,,,FOZ,,,,,Jun  5 2016 1,,,,1.35,,,,,,,
45,,0085997500234,,,,1,,ANDALOU NATURALS,,,,,ARGAN+OMEGA NAT GLOW TRTMNT,,,,,1.90,,,FOZ,,,,,Jun  5 2016 1,,,,1.65,,,,,,,
46,,0085997500252,,,,1,,ANDALOU NATURALS,,,,,ALL IN ONE BEAUTY BALM SHEER TINT,,,,,2.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.60,,,,,,,
,,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 7,   Length: 8' 0.00"",    Height: 1' 0.00"",   Depth: 1' 8.00"",   Product: 7' 11.64""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0064667046618,,,,1,,SPROUTS,,,,,FACIAL TOWELETTES-DEEP CLEANSING,,,,,30.00,,,CNT,,,,,,,,,3.50,,,,,,,
2,,0064667046617,,,,1,,SPROUTS,,,,,FACIAL TOWELETTES-SENSITIVE,,,,,30.00,,,CNT,,,,,,,,,3.50,,,,,,,
3,,0064667046619,,,,1,,SPROUTS,,,,,FACIAL TOWELETTES-HYDRATING,,,,,30.00,,,CNT,,,,,,,,,3.50,,,,,,,
4,,0085997502054,,,,1,,ANDALOU NATURALS,,,,,QUENCHING COCNT WTR FIRMING CLEANSER,,,,,5.50,,,FOZ,,,,,,,,,2.00,,,,,,,
5,,0085997502055,,,,1,,ANDALOU NATURALS,,,,,QUENCHING COCNT WTR FIRMING TONER,,,,,6.00,,,FOZ,,,,,,,,,2.00,,,,,,,
6,,0085997502058,,,,1,,ANDALOU NATURALS,,,,,QUENCHING COCNT WTR FIRM DAY CREAM,,,,,1.70,,,OZ,,,,,,,,,1.65,,,,,,,
7,,0085997502059,,,,1,,ANDALOU NATURALS,,,,,QUENCHING COCNT MLK FIRM NIGHT CREAM,,,,,1.70,,,OZ,,,,,,,,,1.65,,,,,,,
8,,0085997502060,,,,1,,ANDALOU NATURALS,,,,,QUENCHING COCONUT WTR EYE LIFT CREAM,,,,,0.60,,,FOZ,,,,,,,,,1.45,,,,,,,
9,,0085997502056,,,,1,,ANDALOU NATURALS,,,,,QUENCHING COCONUT MILK FIRMING MASK,,,,,1.80,,,FOZ,,,,,,,,,1.45,,,,,,,
10,,0085997502057,,,,1,,ANDALOU NATURALS,,,,,QUENCHING COCONUT MILK FIRMING SERUM,,,,,1.00,,,FOZ,,,,,,,,,1.40,,,,,,,
11,,0085997500223,,,,1,,ANDALOU NATURALS,,,,,CITRUS KOMBUCHA CLEANSING GEL,,,,,6.00,,,FOZ,,,,,Jun  5 2016 1,,,,2.00,,,,,,,
12,,0085997500228,,,,1,,ANDALOU NATURALS,,,,,LEMON SUGAR FACIAL SCRUB,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
13,,0085997500247,,,,1,,ANDALOU NATURALS,,,,,ALOE & WILLOW BARK PORE MINIMIZER,,,,,6.00,,,FOZ,,,,,Jun  5 2016 1,,,,2.00,,,,,,,
14,,0085997500244,,,,1,,ANDALOU NATURALS,,,,,ACAI + WHITE TEA OIL FREE MOISTURIZR,,,,,2.10,,,FOZ,,,,,Jun  5 2016 1,,,,1.60,,,,,,,
15,,0085997500251,,,,1,,ANDALOU NATURALS,,,,,CLARIFYING RECOVERY CREAM,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
16,,0085997500237,,,,1,,ANDALOU NATURALS,,,,,BLEMISH VANISHING GEL,,,,,0.60,,,FOZ,,,,,Jun  5 2016 1,,,,1.45,,,,,,,
17,,0085997500253,,,,1,,ANDALOU NATURALS,,,,,OIL CONTROL BEAUTY BALM UN-TINTED,,,,,2.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.65,,,,,,,
Positio,,,,,UPC,,Facings,,,Brand,,,,,Long Description,,,,,Size,,,,UOM,,,,Date,,,,Width,,,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0085997502001,,,,2,,ANDALOU NATURALS,,,,,1000 ROSES-CLEANSING FOAM,,,,,5.50,,,FOZ,,,,,Jun  5 2016 1,,,,2.00,,,,,,,
19,,0085997502003,,,,1,,ANDALOU NATURALS,,,,,1000 ROSES-PEARL EXFOLIATOR,,,,,2.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.60,,,,,,,
20,,0085997502002,,,,1,,ANDALOU NATURALS,,,,,1000 ROSES-ROSEWATER MASK,,,,,1.00,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
21,,0085997502004,,,,1,,ANDALOU NATURALS,,,,,1000 ROSES-FLORAL TONER,,,,,6.00,,,FOZ,,,,,Jun  5 2016 1,,,,2.00,,,,,,,
22,,0085997502006,,,,1,,ANDALOU NATURALS,,,,,1000 ROSES-BEAUTIFUL DAY CREAM,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
23,,0085997502009,,,,1,,ANDALOU NATURALS,,,,,1000 ROSES-HEAVENLY NIGHT CREAM,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
24,,0085997502005,,,,1,,ANDALOU NATURALS,,,,,1000 ROSES-ABSOLUTE SERUM,,,,,1.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.35,,,,,,,
25,,0085997502007,,,,1,,ANDALOU NATURALS,,,,,1000 ROSES-MOROCCAN BEAUTY OIL,,,,,1.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.35,,,,,,,
26,,0085997502012,,,,1,,ANDALOU NATURALS,,,,,1000 ROSES-EYE REVIVE CONTOUR GEL,,,,,0.60,,,FOZ,,,,,Jun  5 2016 1,,,,1.45,,,,,,,
27,,0085997502008,,,,1,,ANDALOU NATURALS,,,,,1000 ROSES-DAILY SHADE SPF 18,,,,,2.70,,,FOZ,,,,,Jun  5 2016 1,,,,1.60,,,,,,,
28,,0085997502010,,,,1,,ANDALOU NATURALS,,,,,CC MOISTURIZING SHEER NUDE W/ SPF 30,,,,,2.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.60,,,,,,,
29,,0085997502011,,,,1,,ANDALOU NATURALS,,,,,CC MOISTURIZING SHEER TAN W/ SPF 30,,,,,2.00,,,FOZ,,,,,Jun  5 2016 1,,,,1.60,,,,,,,
30,,0085997502028,,,,1,,ANDALOU NATURALS,,,,,SENSITIVE MICELLAR FACIAL WIPES,,,,,12.00,,,CNT,,,,,,,,,3.35,,,,,,,
31,,0085997502030,,,,1,,ANDALOU NATURALS,,,,,SENSITIVE MICELLAR FACIAL WIPES,,,,,35.00,,,CNT,,,,,,,,,3.50,,,,,,,
32,,0085997500221,,,,1,,ANDALOU NATURALS,,,,,APRICOT PROBIOTIC CLEANSING MILK,,,,,6.00,,,FOZ,,,,,Jun  5 2016 1,,,,2.00,,,,,,,
33,,0085997500225,,,,1,,ANDALOU NATURALS,,,,,BIOACTIVE 8 BERRY FRUIT ENZYM MASK,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
34,,0085997500227,,,,1,,ANDALOU NATURALS,,,,,AVO COCOA SKIN FOOD MASK,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
35,,0085997500224,,,,1,,ANDALOU NATURALS,,,,,BLOSSOM & LEAF TONING REFRESHER,,,,,6.00,,,FOZ,,,,,Jun  5 2016 1,,,,2.00,,,,,,,
36,,0085997500233,,,,1,,ANDALOU NATURALS,,,,,FRUIT STEM CELL REVITALIZE SERUM,,,,,1.10,,,FOZ,,,,,Jun  5 2016 1,,,,1.35,,,,,,,
37,,0085997500229,,,,1,,ANDALOU NATURALS,,,,,SUPER GOJI PEPTIDE PERFECTING CRM,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
38,,0085997500249,,,,1,,ANDALOU NATURALS,,,,,LIFT & FIRM EYE CREAM,,,,,1.70,,,OZ,,,,,Jun  5 2016 1,,,,2.30,,,,,,,
