14,0084074901718,,,1,,,MINERAL FUSION,,,,BODY LOTION-EARTHSTONE,,,,8.00,,,,OZ,,,,,3.00,,,,
15,0066738310205,,,1,,,NOURISH ORGANIC,,,,BODY LOTION-FRESH FIG,,,,8.00,,,,FOZ,,,,,3.00,,,,
16,0066738310204,,,1,,,NOURISH ORGANIC,,,,BODY LOTION-ALMOND VANILLA,,,,8.00,,,,FOZ,,,,,3.00,,,,
17,0066738310203,,,1,,,NOURISH ORGANIC,,,,ORGANIC BODY LOTION-LAVENDER MINT,,,,8.00,,,,FOZ,,,,,3.00,,,,
18,0087977900376,,,1,,,HUGO NATURAL BOTANICAL,,,,LOTION-ALL OVER-VANILLA SWEET ORANGE,,,,8.00,,,,FOZ,,,,,3.00,,,,
19,0087977900374,,,1,,,HUGO NATURAL BOTANICAL,,,,LOTION-ALL OVER-SHEA BUTTER OATMEAL,,,,8.00,,,,FOZ,,,,,3.00,,,,
20,0087977900595,,,1,,,HUGO NATURAL BOTANICAL,,,,LOTION-ALL OVER-CREAMY COCONUT,,,,8.00,,,,FOZ,,,,,3.00,,,,
21,0084132010411,,,1,,,ALAFFIA,,,,CREAM-HAND & BODY-COCONUT VANILLA,,,,8.00,,,,FOZ,,,,,3.00,,,,
22,0084132010410,,,1,,,ALAFFIA,,,,LOTION-HAND & BODY-COCONUT,,,,8.00,,,,FOZ,,,,,3.00,,,,
23,0084132010460,,,1,,,ALAFFIA,,,,HAND & BODY LOTION-SOOTHING NEEM,,,,8.00,,,,FOZ,,,,,2.90,,,,
Positio,,,UPC,,,Facings,,,Brand,,,,Long Description,,,,Size,,,,UOM,,Date,,,Width,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0084132010709,,,1,,,EVERYDAY COCONUT,,,,BODY LOTION-COCONUT PINAPPLE,,,,8.00,,,,FOZ,,,,,2.90,,,,
25,0084132010708,,,1,,,EVERYDAY COCONUT,,,,BODY LOTION-PURELY COCONUT,,,,8.00,,,,FOZ,,,,,2.90,,,,
26,0080500200069,,,1,,,HERBAN COWBOY,,,,LOTION-BLOSSOM,,,,6.00,,,,FOZ,,,,,3.10,,,,
27,0080500200068,,,1,,,HERBAN COWBOY,,,,LOTION-LOVE,,,,6.00,,,,FOZ,,,,,3.10,,,,
28,0003098507071,,,1,,,DERMA-E,,,,BODY LOTION-VITAMIN E-LAVENDER NEROL,,,,8.00,,,,FOZ,,,,,3.00,,,,
29,0003098507070,,,1,,,DERMA-E,,,,BODY LOTION-VITAMIN E-FRAGRANCE FREE,,,,8.00,,,,FOZ,,,,,3.00,,,,
30,0064084261251,,,1,,,KUUMBA MADE,,,,BODY LOTION-AMBER SANDALWOOD,,,,6.00,,,,FOZ,,,,,2.70,,,,
31,0064084261711,,,1,,,KUUMBA MADE,,,,BODY LOTION-PERSIAN GARDEN,,,,6.00,,,,FOZ,,,,,2.70,,,,
32,0064084261321,,,1,,,KUUMBA MADE,,,,LOTION-EGYPTIAN MUSK,,,,6.00,,,,FOZ,,,,,2.70,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,32,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 6,   Length: 8' 0.00"",    Height: 1' 0.00"",   Depth: 1' 1.00"",   Product: 7' 11.96""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667046589,,,1,,,SPROUTS,,,,BODY LOTION-INVIGORATING,,,,10.00,,,,FOZ,,,,,3.05,,,,
2,0064667046588,,,1,,,SPROUTS,,,,BODY LOTION-RELAXING,,,,10.00,,,,FOZ,,,,,3.05,,,,
3,0064667046587,,,1,,,SPROUTS,,,,BODY LOTION-UPLIFITNG,,,,10.00,,,,FOZ,,,,,3.05,,,,
4,0085997502015,,,1,,,ANDALOU NATURALS,,,,BODY LOTION-CITRUS VERBENA,,,,8.00,,,,FOZ,,,,,3.00,,,,
5,0085997502014,,,1,,,ANDALOU NATURALS,,,,BODY LOTION-LAVENDER THYME,,,,8.00,,,,FOZ,,,,,3.00,,,,
6,0085997502019,,,1,,,ANDALOU NATURALS,,,,1000 ROSES SOOTHING BODY LOTION,,,,8.00,,,,FOZ,,,,,3.00,,,,
7,0085997502016,,,1,,,ANDALOU NATURALS,,,,BODY LOTION-MANDARIN VANILLA,,,,8.00,,,,FOZ,,,,,3.00,,,,
8,0007852230113,,,1,,,JASON,,,,LOTION-ALOE VERA-84 PERCENT,,,,8.00,,,,OZ,,,,,3.00,,,,
9,0007852230206,,,1,,,JASON,,,,LOTION-LAVENDER,,,,8.00,,,,OZ,,,,,3.00,,,,
10,0007852230133,,,1,,,JASON,,,,LOTION-COCO BUTTER,,,,8.00,,,,OZ,,,,,3.00,,,,
11,0007852202124,,,1,,,JASON,,,,HAND & BODY LOTION--COCONUT,,,,8.00,,,,OZ,,,,,3.00,,,,
12,0008173834310,,,1,,,SHIKAI,,,,LOTION-HAND & BODY-COCONUT,,,,8.00,,,,FOZ,,,,,3.00,,,,
