Positio,,UPC,,,Facings,,,Brand,,,,,Long Description,,,,,Size,,,UOM,,,,,Date,,,,,Width,,,,
Positio,,,UPC,,Facings,,,,,Brand,,,,Long Description,,,,,Size,,,UOM,,,,,Date,,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0071036356838,,,1,,IRWIN NATURALS,,,,,,POWER TO SLEEP PM,,,,,60.00,,,SG,,,,,,,,2.60,,,,,,,
21,0071036357827,,,1,,IRWIN NATURALS,,,,,,POWER TO SLEEP PM,,,,,120.00,,,SG,,,,,,,,3.00,,,,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 4,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 1.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085050200713,,,1,,,YOUTHEORY,,,,,SAFFRON,,,,,60.00,,,CAP,,,,,,,,,,3.00,,,,,
2,0075106340230,,,1,,,GAIA HERBS,,,,,HOLY BASIL LIQUID PHYTO CAPS,,,,,60.00,,,CAP,,,,,,,,,,2.25,,,,,
3,0072778390088,,,1,,,NEW CHAPTER,,,,,HOLY BASIL FORCE,,,,,60.00,,,VCP,,,,,,,,,,2.20,,,,,
4,0060506941101,,,1,,,HIMALAYA,,,,,HOLY BASIL,,,,,60.00,,,VCP,,,,,,,,,,2.00,,,,,
5,0002107810530,,,1,,,PLANETARY HERBALS,,,,,HOLY BASIL EXTRACT 450 MG,,,,,60.00,,,CAP,,,,,,,,,,2.00,,,,,
6,0085146900079,,,1,,,ORGANIC INDIA,,,,,TULSI-HOLY BASIL,,,,,90.00,,,VCP,,,,,,,,,,2.30,,,,,
7,0064667015781,,,1,,,SPROUTS,,,,,HOLY BASIL,,,,,1.00,,,FOZ,,,,,,,,,,1.35,,,,,
8,0064667012090,,,1,,,SPROUTS,,,,,HOLY BASIL LIQUID CAP,,,,,60.00,,,VCP,,,,,,,,,,2.25,,,,,
9,0064667063126,,,1,,,SPROUTS,,,,,KAVA,,,,,1.00,,,FOZ,,,,,,,,,,1.35,,,,,
10,0064667063127,,,1,,,SPROUTS,,,,,KAVA,,,,,2.00,,,FOZ,,,,,,,,,,1.55,,,,,
