5,0063125715928,,,,1,,,RENEW LIFE,,,,,,ULTIMATE FLORA  WOMENS CARE 15 BILL,,,,10.00,,,,,VCP,,,,,,,3.35,,,,,,,
6,0063125715872,,,,2,,,RENEW LIFE,,,,,,ULTIMATE FLORA WOMENS CARE 15 BIL,,,,30.00,,,,,VCP,,,,,,,3.35,,,,,,,
7,0063125715674,,,,2,,,RENEW LIFE,,,,,,ULTIMATE FLORA ADULT 50+ GO PACK,,,,30.00,,,,,VCP,,,,,,,3.35,,,,,,,
8,0063125715673,,,,2,,,RENEW LIFE,,,,,,ULTIMATE FLORA XTRA CARE 30 BILLION,,,,30.00,,,,,VCP,,,,,,,3.35,,,,,,,
9,0063125715809,,,,2,,,RENEW LIFE,,,,,,ULTIMATE FLORA GO PACK 50 BILLION,,,,30.00,,,,,VCP,,,,,,,3.35,,,,,,,
10,0063125715977,,,,1,,,RENEW LIFE,,,,,,ULTIMATE FLORA GO PACK 50 BILLION,,,,60.00,,,,,VCP,,,,,,,3.35,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 24,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 4.00"",   Product: 3' 11.88""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0065801011111,,,,1,,,GARDEN OF LIFE,,,,,,PRIMAL DEFENSE,,,,90.00,,,,,CAP,,,,,,,2.40,,,,,,,
2,0065801011235,,,,2,,,GARDEN OF LIFE,,,,,,PRIMAL DEFENSE ULTRA,,,,90.00,,,,,CAP,,,,,,,2.55,,,,,,,
3,0065801011846,,,,2,,,GARDEN OF LIFE,,,,,,PROBIOTICS-DR FORMULATED-30 BILLION,,,,30.00,,,,,VCP,,,,,,,2.50,,,,,,,
4,0065801011829,,,,2,,,GARDEN OF LIFE,,,,,,PROBIOTICS-DR FORMULATED-MENS,,,,30.00,,,,,VCP,,,,,,,2.50,,,,,,,
5,0065801011832,,,,2,,,GARDEN OF LIFE,,,,,,PROBIOTICS-DR FORMULATED-WOMENS,,,,30.00,,,,,VCP,,,,,,,2.50,,,,,,,
6,0065801012334,,,,1,,,GARDEN OF LIFE,,,,,,PROBIOTICS-RAW-VAGINAL CARE,,,,30.00,,,,,VCP,,,,,,,2.45,,,,,,,
7,0065801012333,,,,1,,,GARDEN OF LIFE,,,,,,PROBIOTICS-RAW-ULTIMATE CARE,,,,30.00,,,,,VCP,,,,,,,2.45,,,,,,,
8,0085575700340,,,,1,,,PROBULIN,,,,,,PROBIOTIC-DAILY CARE-10 BILLION,,,,30.00,,,,,CAP,,,,,,,3.35,,,,,,,
9,0085575700341,,,,1,,,PROBULIN,,,,,,PROBIOTIC-DAILY CARE-10 BILLION,,,,60.00,,,,,CAP,,,,,,,3.35,,,,,,,
10,0085575700360,,,,1,,,PROBULIN,,,,,,PROBIOTIC-COLON SUPPORT-20 BILLION,,,,30.00,,,,,CAP,,,,,,,3.35,,,,,,,
11,0085575700363,,,,1,,,PROBULIN,,,,,,PROBIOTIC-P PACK-20 BILLION,,,,10.00,,,,,CAP,,,,,,,3.05,,,,,,,
12,0085575700350,,,,1,,,PROBULIN,,,,,,PROBIOTIC-WOMENS HEALTH-20 BILLION,,,,30.00,,,,,CAP,,,,,,,3.35,,,,,,,
13,0085575700351,,,,1,,,PROBULIN,,,,,,PROBIOTIC-WOMENS HEALTH,,,,60.00,,,,,CAP,,,,,,,3.35,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 25,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 4.00"",   Product: 3' 11.90""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0003367410295,,,,2,,,NATURE'S WAY,,,,,,PRIMADOPHILUS FORTIFY-WOMEN'S-30 BIL,,,,30.00,,,,,VCP,,,,,,,3.45,,,,,,,
2,0003367410294,,,,2,,,NATURE'S WAY,,,,,,PRIMADOPHILUS FORTIFY-DAILY-30 BIL,,,,30.00,,,,,VCP,,,,,,,3.45,,,,,,,
3,0003367410336,,,,2,,,NATURE'S WAY,,,,,,PRIMADOPHILUS OPTIMA-WOMENS,,,,30.00,,,,,VCP,,,,,,,3.35,,,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,,Long Description,,,Size,,,,,UOM,,,,Date,,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0003367410337,,,,1,,,NATURE'S WAY,,,,,,PRIMADOPHILUS OPTIMA-DIGESTIVE BALNC,,,,30.00,,,,,VCP,,,,,,,3.35,,,,,,,
5,0003367410762,,,,1,,,NATURE'S WAY,,,,,,PROBIOTIC-OPTIMA-ADULT 50 +,,,,30.00,,,,,VCP,,,,,,,3.35,,,,,,,
6,0079001103020,,,,2,,,JARROW FORMULAS,,,,,,JARRO DOPHILUS EPS,,,,60.00,,,,,VCP,,,,,,,3.20,,,,,,,
7,0079001103024,,,,2,,,JARROW FORMULAS,,,,,,JARRO DOPHILUS EPS,,,,120.00,,,,,CAP,,,,,,,3.20,,,,,,,
8,0079001103040,,,,1,,,JARROW FORMULAS,,,,,,JARRO-DOPHILUS EPS,,,,30.00,,,,,CAP,,,,,,,3.20,,,,,,,
9,0079001103051,,,,1,,,JARROW FORMULAS,,,,,,JARRO-DOPHILUS FOR WOMEN 5 BILLION,,,,30.00,,,,,VCP,,,,,,,3.20,,,,,,,
10,0079001103041,,,,1,,,JARROW FORMULAS,,,,,,PROBIOTIC-FEM DOPHILUS-WOMENS,,,,30.00,,,,,VCP,,,,,,,2.25,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 26,   Length: 4' 0.00"",    Height: 1' 0.00"",   Depth: 1' 4.00"",   Product: 3' 11.92""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085050200722,,,,1,,,YOUTHEORY,,,,,,SPORE PROBIOTIC CAPSULES,,,,60.00,,,,,CAP,,,,,,,3.00,,,,,,,
2,0001579409110,,,,2,,,COUNTRY LIFE,,,,,,PROBIOTIC-DAILY POWDER-ORGANIC,,,,3.10,,,,,OZ,,,,,,,2.90,,,,,,,
3,0065801011833,,,,2,,,GARDEN OF LIFE,,,,,,PROBIOTICS-FITBIOTIC-WEIGHT MGT-ORG,,,,20.00,,,,,PKT,,,,,,,3.50,,,,,,,
4,0008350210353,,,,2,,,HEALTH PLUS,,,,,,PREBIOTIC FORMULA,,,,180.00,,,,,CAP,,,,,,,2.60,,,,,,,
5,0002354260049,,,,2,,,KYOLIC,,,,,,KYO-DOPHILUS,,,,90.00,,,,,CAP,,,,,,,2.00,,,,,,,
6,0003398400025,,,,2,,,SOLGAR,,,,,,ADVANCED ACIDOPHILUS PLUS,,,,120.00,,,,,VCP,,,,,,,2.60,,,,,,,
7,0003398453925,,,,2,,,SOLGAR,,,,,,PROBI 30 BILLION,,,,30.00,,,,,VCP,,,,,,,2.35,,,,,,,
8,0007663029607,,,,2,,,AMERICAN HEALTH,,,,,,PROBIOTIC CD,,,,60.00,,,,,VTB,,,,,,,2.50,,,,,,,
9,0007663029587,,,,2,,,AMERICAN HEALTH,,,,,,ENZYME PROBIOTIC COMPLEX,,,,90.00,,,,,VCP,,,,,,,2.50,,,,,,,
10,0079001103028,,,,1,,,JARROW FORMULAS,,,,,,IDEAL BOWEL SUPPORT-299V,,,,30.00,,,,,VCP,,,,,,,3.20,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
