11,0003398401788,,,,1,,,SOLGAR,,,,,,OMEGA -3 FISH OIL CONCENTRATE,,,,120.00,,,,,SG,,,,,,,3.25,,,,,,,
12,0063125715578,,,,1,,,RENEW LIFE,,,,,,OMEGA-NORWEGIAN GOLD-DAILY,,,,60.00,,,,,SG,,,,,,,2.75,,,,,,,
13,0063125715579,,,,1,,,RENEW LIFE,,,,,,OMEGA-NORWEGIAN GOLD-CRITICAL,,,,60.00,,,,,SG,,,,,,,2.75,,,,,,,
14,0063125715405,,,,1,,,RENEW LIFE,,,,,,NORWEGIAN GOLD CRITICAL OMEGA,,,,120.00,,,,,SG,,,,,,,3.55,,,,,,,
15,0063125715554,,,,1,,,RENEW LIFE,,,,,,OMEGA-NORWEGIAN GOLD-SUPER CRITICAL,,,,30.00,,,,,SG,,,,,,,2.75,,,,,,,
16,0063125715407,,,,1,,,RENEW LIFE,,,,,,NORWEGIAN GOLD SUPER CRITICAL OMEGA,,,,60.00,,,,,SG,,,,,,,3.55,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 13,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 4.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0008839501644,,,,1,,,CARLSON LABS,,,,,,FISH OIL-NORWEGIAN,,,,150.00,,,,,SG,,,,,,,4.75,,,,,,,
2,0008839501524,,,,1,,,CARLSON LABS,,,,,,SUPER OMEGA 3,,,,130.00,,,,,SG,,,,,,,4.75,,,,,,,
3,0008839515340,,,,1,,,CARLSON LABS,,,,,,SUPER OMEGA 3,,,,130.00,,,,,SG,,,,,,,4.75,,,,,,,
4,0008839501714,,,,1,,,CARLSON LABS,,,,,,ELITE OMEGA 3 GEMS TIE PK,,,,120.00,,,,,SG,,,,,,,4.75,,,,,,,
5,0008839517640,,,,1,,,CARLSON LABS,,,,,,MCT & OMEGA 3 WITH COCONUT OIL,,,,150.00,,,,,SG,,,,,,,4.75,,,,,,,
6,0006895803548,,,,1,,,NATURAL FACTORS,,,,,,RX OMEGA 3 FACTORS,,,,60.00,,,,,SG,,,,,,,2.40,,,,,,,
7,0006895803549,,,,1,,,NATURAL FACTORS,,,,,,RX OMEGA 3 FACTORS,,,,120.00,,,,,SG,,,,,,,3.10,,,,,,,
8,0006895835491,,,,1,,,NATURAL FACTORS,,,,,,RX OMEGA,,,,240.00,,,,,SG,,,,,,,3.50,,,,,,,
9,0006895835493,,,,1,,,NATURAL FACTORS,,,,,,ULTRA RX OMEGA 3 FACTORS-ONE A DAY,,,,150.00,,,,,SG,,,,,,,3.45,,,,,,,
10,0006895835492,,,,1,,,NATURAL FACTORS,,,,,,RX OMEGA 3 FACTORS-WITH VITAMIN D3,,,,150.00,,,,,SG,,,,,,,3.45,,,,,,,
11,0871397550020,,,,1,,,GARDEN OF LIFE,,,,,,ONCE DAILY ULTRA OMEGA,,,,30.00,,,,,SG,,,,,,,2.05,,,,,,,
12,0871397550021,,,,1,,,GARDEN OF LIFE,,,,,,ONCE DAILY ULTRA OMEGA,,,,60.00,,,,,SG,,,,,,,2.25,,,,,,,
13,0065801011385,,,,1,,,GARDEN OF LIFE,,,,,,OCEANS 3 BEYOND OMEGA 3,,,,60.00,,,,,SG,,,,,,,2.75,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 14,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 4.00"",   Product: 3' 11.85""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0076899001790,,,,2,,,NORDIC NATURALS,,,,,,ULTIMATE OMEGA-1000 MG-LEMON,,,,60.00,,,,,SG,,,,,,,2.50,,,,,,,
2,0076899002790,,,,2,,,NORDIC NATURALS,,,,,,ULTIMATE OMEGA LEMON,,,,120.00,,,,,SG,,,,,,,2.75,,,,,,,
3,0076899003790,,,,2,,,NORDIC NATURALS,,,,,,ULTIMATE OMEGA,,,,180.00,,,,,SG,,,,,,,3.15,,,,,,,
4,0076899006105,,,,2,,,NORDIC NATURALS,,,,,,ULTIMATE OMEGA 2X- MINI-D3,,,,60.00,,,,,CNT,,,,,,,2.45,,,,,,,
5,0076899002155,,,,2,,,NORDIC NATURALS,,,,,,ULTIMATE OMEGA 2X D3,,,,60.00,,,,,CNT,,,,,,,2.45,,,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,,Long Description,,,Size,,,,,UOM,,,,Date,,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0076899001799,,,,2,,,NORDIC NATURALS,,,,,,ULTIMATE OMEGA XTRA,,,,60.00,,,,,SG,,,,,,,2.50,,,,,,,
7,0002250600325,,,,2,,,SPECTRUM ESSENTIALS,,,,,,FISH OIL 1000 MG,,,,100.00,,,,,SG,,,,,,,2.55,,,,,,,
8,0002250651625,,,,2,,,SPECTRUM ESSENTIALS,,,,,,FISH OIL-1000 MG,,,,250.00,,,,,SG,,,,,,,3.15,,,,,,,
9,0002250612903,,,,1,,,SPECTRUM ESSENTIALS,,,,,,FISH OIL-WITH VITAMIN D,,,,250.00,,,,,SG,,,,,,,3.15,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 15,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 4.00"",   Product: 3' 11.92""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0076899041760,,,,2,,,NORDIC NATURALS,,,,,,OMEGA 3 WITH FISH OIL,,,,60.00,,,,,SG,,,,,,,2.50,,,,,,,
2,0076899001760,,,,2,,,NORDIC NATURALS,,,,,,OMEGA 3 FORMULA LEMON,,,,60.00,,,,,SG,,,,,,,2.50,,,,,,,
3,0076899002760,,,,2,,,NORDIC NATURALS,,,,,,OMEGA 3 FORMULA LEMON,,,,120.00,,,,,SG,,,,,,,2.65,,,,,,,
4,0076899003760,,,,2,,,NORDIC NATURALS,,,,,,OMEGA 3,,,,180.00,,,,,SG,,,,,,,3.15,,,,,,,
5,0076899002761,,,,2,,,NORDIC NATURALS,,,,,,OMEGA 3D,,,,120.00,,,,,SG,,,,,,,2.65,,,,,,,
6,0076899001794,,,,2,,,NORDIC NATURALS,,,,,,ULTIMATE OMEGA D3,,,,60.00,,,,,SG,,,,,,,2.50,,,,,,,
7,0076899002794,,,,2,,,NORDIC NATURALS,,,,,,ULTIMATE OMEGA D3,,,,120.00,,,,,SG,,,,,,,2.75,,,,,,,
8,0076899006100,,,,2,,,NORDIC NATURALS,,,,,,ULTIMATE OMEGA 2X MINI,,,,60.00,,,,,SG,,,,,,,2.45,,,,,,,
9,0076899002150,,,,2,,,NORDIC NATURALS,,,,,,ULTIMATE OMEGA-2X,,,,60.00,,,,,SG,,,,,,,2.45,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 16,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 4.00"",   Product: 3' 11.82""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0079001111012,,,,1,,,JARROW FORMULAS,,,,,,AHIFLOWER OIL,,,,60.00,,,,,SG,,,,,,,,,2.25,,,,,
2,0072778390097,,,,1,,,NEW CHAPTER,,,,,,SUPERCRITICAL OMEGA 7,,,,30.00,,,,,VCP,,,,,,,,,1.90,,,,,
3,0085818000203,,,,1,,,SIBU BEAUTY,,,,,,CELLULAR SUPPORT WITH OMEGA 7,,,,60.00,,,,,SG,,,,Mar 20 2016 1,,,,,2.23,,,,,
4,0008839501554,,,,1,,,CARLSON LABS,,,,,,SUPER DHA GEMS-500 MG,,,,80.00,,,,,SG,,,,,,,,,4.20,,,,,
5,0002250647472,,,,1,,,SPECTRUM ESSENTIALS,,,,,,VEGETARIAN DHA,,,,90.00,,,,,SG,,,,,,,,,2.00,,,,,
6,0006199861422,,,,1,,,FLORA,,,,,,VEGETARIAN DHA,,,,60.00,,,,,SG,,,,,,,,,2.60,,,,,
7,0081835302206,,,,1,,,IWI,,,,,,ALGAE BASED DHA,,,,60.00,,,,,SG,,,,,,,,,2.40,,,,,
8,0081835302205,,,,1,,,IWI,,,,,,ALGAE BASED EPA,,,,30.00,,,,,SG,,,,,,,,,2.40,,,,,
9,0081835302200,,,,1,,,IWI,,,,,,ALGAE BASED OMEGA-3,,,,30.00,,,,,SG,,,,,,,,,2.40,,,,,
10,0076899001750,,,,1,,,NORDIC NATURALS,,,,,,EPA FORMULA LEMON,,,,60.00,,,,,SG,,,,,,,,,2.40,,,,,
11,0076899001751,,,,1,,,NORDIC NATURALS,,,,,,EPA XTRA,,,,60.00,,,,,SG,,,,,,,,,2.40,,,,,
12,0076899001743,,,,1,,,NORDIC NATURALS,,,,,,DHA FORMULA STRAWBERRY,,,,90.00,,,,,SG,,,,,,,,,2.40,,,,,
13,0076899003743,,,,1,,,NORDIC NATURALS,,,,,,DHA-STRAWBERRY,,,,180.00,,,,,SG,,,,,,,,,2.60,,,,,
14,0076899001745,,,,1,,,NORDIC NATURALS,,,,,,DHA XTRA,,,,60.00,,,,,SG,,,,,,,,,2.40,,,,,
15,0076899001606,,,,1,,,NORDIC NATURALS,,,,,,ALGAE OMEGA,,,,60.00,,,,,SG,,,,,,,,,2.10,,,,,
16,0076899001618,,,,1,,,NORDIC NATURALS,,,,,,ALGAE OMEGA,,,,120.00,,,,,SG,,,,,,,,,2.50,,,,,
17,0002250647477,,,,1,,,SPECTRUM ESSENTIALS,,,,,,VEGAN ULTRA OMEGA-3 EPA+DHA,,,,60.00,,,,,SG,,,,,,,,,2.00,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,,Long Description,,,Size,,,,,UOM,,,,Date,,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0003367415682,,,,1,,,NATURE'S WAY,,,,,,MEGA DHA,,,,60.00,,,,,SG,,,,,,,2.60,,,,,,,
19,0079001116036,,,,1,,,JARROW FORMULAS,,,,,,EPA-DHA BALANCE,,,,120.00,,,,,SG,,,,,,,2.90,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 17,   Length: 4' 0.00"",    Height: 1' 0.00"",   Depth: 1' 4.00"",   Product: 3' 11.87""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667069067,,,,1,,,SPROUTS,,,,,,EVENING PRIMROSE OIL 500 MG,,,,90.00,,,,,SG,,,,,,,2.00,,,,,,,
2,0064667069068,,,,1,,,SPROUTS,,,,,,EVENING PRIMROSE OIL 500 MG,,,,180.00,,,,,SG,,,,,,,2.50,,,,,,,
3,0064667068044,,,,1,,,SPROUTS,,,,,,EVENING PRIMROSE OIL 1300 MG,,,,90.00,,,,,SG,,,,,,,2.70,,,,,,,
4,0064667068045,,,,1,,,SPROUTS,,,,,,EVENING PRIMROSE OIL 1300 MG,,,,180.00,,,,,SG,,,,,,,3.40,,,,,,,
5,0074371500929,,,,1,,,BLUEBONNET,,,,,,EVENING PRIMROSE OIL 1300 MG,,,,90.00,,,,,SG,,,,,,,2.70,,,,,,,
6,0003367415418,,,,1,,,NATURE'S WAY,,,,,,EFA GOLD EPO 1300 MG,,,,60.00,,,,,SG,,,,,,,2.60,,,,,,,
7,0007663003231,,,,1,,,AMERICAN HEALTH,,,,,,ROYAL EPO-1300 MG,,,,120.00,,,,,SG,,,,,,,4.75,,,,,,,
8,0073373901870,,,,1,,,NOW,,,,,,WHEAT GERM OIL,,,,100.00,,,,,SG,,,,,,,2.75,,,,,,,
9,0073373901835,,,,1,,,NOW,,,,,,OMEGA 3 6 9 1000 MG,,,,100.00,,,,,SG,,,,,,,2.50,,,,,,,
10,0073373901837,,,,1,,,NOW,,,,,,OMEGA 3 6 9 1000 MG,,,,250.00,,,,,SG,,,,,,,3.20,,,,,,,
11,0001579404100,,,,1,,,COUNTRY LIFE,,,,,,ULTRA OMEGA 3 6 9 SOFTGEL,,,,90.00,,,,,SG,,,,,,,2.75,,,,,,,
12,0003367415440,,,,1,,,NATURE'S WAY,,,,,,MEGA EFA BLEND 1350 MG,,,,90.00,,,,,SG,,,,,,,2.60,,,,,,,
13,0076899001770,,,,2,,,NORDIC NATURALS,,,,,,COMPLETE OMEGA LEMON,,,,60.00,,,,,SG,,,,,,,2.50,,,,,,,
14,0076899002770,,,,1,,,NORDIC NATURALS,,,,,,COMPLETE OMEGA LEMON,,,,120.00,,,,,SG,,,,,,,2.65,,,,,,,
15,0076899003770,,,,1,,,NORDIC NATURALS,,,,,,COMPLETE OMEGA,,,,180.00,,,,,SG,,,,,,,3.10,,,,,,,
16,0076899001801,,,,1,,,NORDIC NATURALS,,,,,,COMPLETE OMEGA XTRA,,,,60.00,,,,,SG,,,,,,,2.50,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 18,   Length: 4' 0.00"",    Height: 0' 9.50"",   Depth: 1' 6.00"",   Product: 3' 11.88""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0008839501352,,,,2,,,CARLSON LABS,,,,,,LIVER OIL-NORWEGIAN COD-LEMON,,,,16.90,,,,,FOZ,,,,,,,3.50,,,,,,,
2,0008839501402,,,,1,,,CARLSON LABS,,,,,,SUPER D OMEGA-E LEMON FLAVOR,,,,8.40,,,,,FOZ,,,,,,,3.00,,,,,,,
3,0008839501540,,,,2,,,CARLSON LABS,,,,,,FISH OIL-VERY FINEST-LEMON,,,,6.70,,,,,FOZ,,,,,,,2.55,,,,,,,
4,0008839501545,,,,2,,,CARLSON LABS,,,,,,FISH OIL-VERY FINEST-LEMON,,,,16.90,,,,,FOZ,,,,,,,3.50,,,,,,,
5,0008839501650,,,,1,,,CARLSON LABS,,,,,,FISH OIL-VERY FINEST-ORANGE,,,,6.70,,,,,FOZ,,,,,,,2.55,,,,,,,
6,0008839501655,,,,1,,,CARLSON LABS,,,,,,FISH OIL-ORANGE,,,,16.90,,,,,FOZ,,,,,,,3.50,,,,,,,
7,0085065200009,,,,1,,,ASCENTA HEALTH LTD,,,,,,NUTRA SEA-ORIGINAL,,,,16.90,,,,,FOZ,,,,,,,3.05,,,,,,,
8,0006895835741,,,,1,,,NATURAL FACTORS,,,,,,OMEGA-3 750 EPA/500 DHA COCONUT-LIME,,,,6.76,,,,,FOZ,,,,,,,2.30,,,,,,,
9,0006895835740,,,,1,,,NATURAL FACTORS,,,,,,OMEGA-3 750 EPA/500 DHA LEMON MRNGUE,,,,6.76,,,,,FOZ,,,,,,,2.30,,,,,,,
10,0076899002763,,,,2,,,NORDIC NATURALS,,,,,,OMEGA-3-LEMON,,,,8.00,,,,,FOZ,,,,,,,2.40,,,,,,,
11,0076899002764,,,,2,,,NORDIC NATURALS,,,,,,OMEGA 3,,,,16.00,,,,,FOZ,,,,,,,3.00,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,,Long Description,,,Size,,,,,UOM,,,,Date,,,,,Width,,,
"-----------
Totals:",,,"--------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------
16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 19,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 4.00"",   Product: 3' 11.99""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0076899053787,,,,1,,,NORDIC NATURALS,,,,,,BABYS DHA-WITH VITAMIN D3,,,,2.00,,,,,OZ,,,,,,,1.95,,,,,,,
2,0076899001710,,,,1,,,NORDIC NATURALS,,,,,,CHILDRENS DHA STRAWBERRY,,,,90.00,,,,,SG,,,,,,,2.15,,,,,,,
3,0076899001720,,,,2,,,NORDIC NATURALS,,,,,,CHILDRENS DHA STRAWBERRY,,,,180.00,,,,,SG,,,,,,,2.50,,,,,,,
4,0076899056780,,,,1,,,NORDIC NATURALS,,,,,,CHILDRENS DHA LIQUID,,,,4.00,,,,,OZ,,,,,,,2.00,,,,,,,
5,0076899002723,,,,1,,,NORDIC NATURALS,,,,,,CHILDRENS DHA-STRAWBERRY,,,,8.00,,,,,OZ,,,,,,,2.40,,,,,,,
6,0076899001775,,,,1,,,NORDIC NATURALS,,,,,,COMPLETE OMEGA JUNIOR,,,,90.00,,,,,SG,,,,,,,2.55,,,,,,,
7,0076899002775,,,,1,,,NORDIC NATURALS,,,,,,COMPLETE OMEGA  JUNIOR,,,,180.00,,,,,SG,,,,,,,2.70,,,,,,,
8,0076899030140,,,,1,,,NORDIC NATURALS,,,,,,OMEGA-3 FISHIES-TANGERINE,,,,30.00,,,,,CNT,,,,,,,3.80,,,,,,,
9,0076899030150,,,,1,,,NORDIC NATURALS,,,,,,OMEGA-3 GUMMY WORMS-STRAWBERRY,,,,30.00,,,,,CNT,,,,,,,3.80,,,,,,,
10,0076899030130,,,,1,,,NORDIC NATURALS,,,,,,OMEGA-3 GUMMIES-TANGERINE,,,,60.00,,,,,CNT,,,,,,,3.80,,,,,,,
11,0076899030131,,,,1,,,NORDIC NATURALS,,,,,,OMEGA 3 GUMMIES,,,,120.00,,,,,CNT,,,,,,,3.80,,,,,,,
12,0063125715364,,,,1,,,RENEW LIFE,,,,,,OMEGA SMART KIDS DHA,,,,60.00,,,,,SG,,,,,,,2.45,,,,,,,
13,0061309868382,,,,1,,,HERO NUTRITION,,,,,,YUMMI BEARS FISH FREE OMEGA 3,,,,90.00,,,,,CNT,,,,,,,3.45,,,,,,,
14,0002188812042,,,,1,,,RAINBOW LIGHT,,,,,,OMEGALICIOUS GUMMY,,,,30.00,,,,,PK,,,,,,,3.60,,,,,,,
15,0085718800427,,,,1,,,WILEYS FINEST,,,,,,BEGINNERS DHA FOR KIDS,,,,4.23,,,,,FOZ,,,,,,,2.50,,,,,,,
16,0008839501543,,,,1,,,CARLSON LABS,,,,,,CARLSON FOR KIDS,,,,6.70,,,,,FOZ,,,,,,,2.55,,,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 20,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 4.00"",   Product: 3' 11.91""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0067923405551,,,,1,,,MOMMYS BLISS,,,,,,PROBIOTIC DROPS,,,,0.34,,,,,FOZ,,,,,,,1.75,,,,,,,
2,0067923405563,,,,1,,,MOMMYS BLISS,,,,,,PROBIOTIC DROPS + VITAMIN D,,,,0.34,,,,,FOZ,,,,,,,1.75,,,,,,,
3,0079001103014,,,,2,,,JARROW FORMULAS,,,,,,JARRO -DOPHILUS BABY,,,,0.51,,,,,FOZ,,,,,,,2.05,,,,,,,
4,0065801012119,,,,1,,,GARDEN OF LIFE,,,,,,DR. FORMULATED PROBIOTICS-ORG-KIDS,,,,30.00,,,,,CHW,,,,,,,2.45,,,,,,,
5,0065801012221,,,,1,,,GARDEN OF LIFE,,,,,,DR. FRMLTD PRBIOTCS KIDS STRW SHELF,,,,30.00,,,,,CHW,,,,,,,2.40,,,,,,,
6,0065801012215,,,,1,,,GARDEN OF LIFE,,,,,,DR. FRMLTD PROBIOTICS KIDS WATERMLN,,,,30.00,,,,,CHW,,,,,,,2.45,,,,,,,
7,0009746729969,,,,1,,,NATURE'S PLUS,,,,,,ANIMAL PARADE ACIDOPHI KIDZ,,,,90.00,,,,,TAB,,,,,,,2.55,,,,,,,
8,0063125715719,,,,2,,,RENEW LIFE,,,,,,ULITMATE FLORA KIDS PROBIOTIC,,,,60.00,,,,,TAB,,,,,,,2.45,,,,,,,
9,0063125715868,,,,1,,,RENEW LIFE,,,,,,ULTIMATE FLORA KIDS PROBIOTIC,,,,30.00,,,,,TAB,,,,,,,2.45,,,,,,,
10,0060827411100,,,,1,,,CHILDLIFE,,,,,,PROBIOTICS WITH COLOSTRUM-BERRY,,,,90.00,,,,,TAB,,,,,,,2.30,,,,,,,
11,0081705302001,,,,1,,,SMARTY PANTS,,,,,,KIDS PROBIOTIC COMPLETE-GRAPE,,,,60.00,,,,,CNT,,,,,,,2.55,,,,,,,
12,0076899030170,,,,1,,,NORDIC NATURALS,,,,,,PROBIOTIC GUMMIES KIDS,,,,60.00,,,,,CNT,,,,,,,2.90,,,,,,,
13,0089507000226,,,,1,,,GO LIVE PROBIOTICS,,,,,,GO LIVE BERRYLICIOUS PROBIOTIC PKT,,,,0.34,,,,,OZ,,,,,,,0.85,,,,,,,
14,0089507000225,,,,1,,,GO LIVE PROBIOTICS,,,,,,GO LIVE BERRYLICIOUS PROBIOTIC CS,,,,3.40,,,,,OZ,,,,,,,3.45,,,,,,,
15,0076899001678,,,,1,,,NORDIC NATURALS,,,,,,NORDIC FLORA PROBIOTIC PIXIES-KIDS,,,,30.00,,,,,PKT,,,,,,,2.70,,,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,,Long Description,,,Size,,,,,UOM,,,,Date,,,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0007663065625,1,AMERICAN HEALTH,PROBIOTIC STICKS FOR KIDS,30.00,CNT,
17,0003367410521,1,NATURE'S WAY,IMMUNABLES-KIDS IMMUNITY,1.58,OZ,
18,0085898200410,1,GOOD DAY CHOCOLATE,PROBIOTIC SUPPLEMENT,8.00,CNT,
Totals:,,
"Shelf: 21,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 4.00"",   Product: 3' 11.83""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0089507000209,1,GO LIVE PROBIOTICS,PROBIOTIC & PREBIOTIC BLND-FLVRLS-PK,0.05,OZ,
2,0089507000208,1,GO LIVE PROBIOTICS,PROBIOTIC & PREBIOTIC BLND-FLAVORLSS,1.30,OZ,
3,0089507000203,1,GO LIVE PROBIOTICS,PROBIOTIC & PREBIOTIC BLEND-BRRY-PKT,0.34,OZ,
4,0089507000206,1,GO LIVE PROBIOTICS,PROBIOTIC & PREBIOTIC BLND-BERRY,3.40,OZ,
5,0089507000216,1,GO LIVE PROBIOTICS,PROBIOTIC & PREBIOTIC BLEND-SPA-PKT,0.44,OZ,
6,0089507000217,1,GO LIVE PROBIOTICS,PROBIOTIC & PREBIOTIC BLEND-SPA,4.40,OZ,
7,0063125715912,2,RENEW LIFE,ULTIMATE FLORA PROBIOTIC GUMMIES,60.00,CNT,
8,0063125715695,1,RENEW LIFE,ULTIMATE FLORA PROBIOTC SOUR GUMMIES,60.00,CNT,
9,0002188812121,2,RAINBOW LIGHT,PROBIOLICIOUS GUMMIES,50.00,CNT,
10,0007663003617,1,AMERICAN HEALTH,ACIDOPHILUS-CHEWABLE-BLUEBERRY,100.00,WAF,
11,0007663005721,1,AMERICAN HEALTH,ACIDOPHILUS-CHEWABLE-STRAWBERRY,100.00,WAF,
12,0007663003618,1,AMERICAN HEALTH,ACIDOPHILUS-CHEWABLE-ASSORTED,100.00,WAF,
13,0085941900302,1,BIOVI,PROBIOTIC AND ANTIOXIDANTS,30.00,CAP,
14,0085941900306,1,BIOVI,PROBIOTIC AND ANTIOXIDANTS-CHEWABLE,30.00,TAB,
15,0085941900309,1,BIOVI,PROBIOTIC AND ANTIOXIDANTS-CHEWS,30.00,CHW,
16,0081944401441,1,ONNIT,TOTAL GUT HEALTH-15 CNT,15.00,CNT,
Totals:,,
"Shelf: 22,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 4.00"",   Product: 3' 11.84""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0002791700113,,,,1,,,NUTRITION NOW,,,,,,PB 8 VEGETARIAN,,,,60.00,,,,,VCP,,,,,,,2.00,,,,,,,
2,0002791700357,,,,2,,,NUTRITION NOW,,,,,,PB 8-VEGETARIAN PRO BIOTIC,,,,120.00,,,,,VCP,,,,,,,2.35,,,,,,,
3,0002791700106,,,,2,,,NUTRITION NOW,,,,,,PB 8 ACIDOPHILUS,,,,60.00,,,,,CAP,,,,,,,2.00,,,,,,,
4,0002791700112,,,,2,,,NUTRITION NOW,,,,,,PB 8-ORIGINAL,,,,120.00,,,,,CAP,,,,,,,2.35,,,,,,,
5,0002791727098,,,,1,,,NUTRITION NOW,,,,,,PB 8 IMMUNE SUPPORT,,,,60.00,,,,,CAP,,,,,,,2.35,,,,,,,
6,0008839565020,,,,2,,,CARLSON LABS,,,,,,WOMENS PROBIOTICS WITH CRANBERRY,,,,60.00,,,,,VCP,,,,,,,2.10,,,,,,,
7,0076394804213,,,,2,,,ENZYMATIC THERAPY,,,,,,ACIDOPHILUS PEARLS-YB,,,,30.00,,,,,SG,,,,,,,3.65,,,,,,,
8,0076394804363,,,,2,,,ENZYMATIC THERAPY,,,,,,ACIDOPHILUS PEARLS-IC,,,,30.00,,,,,SG,,,,,,,3.65,,,,,,,
9,0076394804403,,,,1,,,ENZYMATIC THERAPY,,,,,,ACIDOPHILUS PEARLS-IMMUNE,,,,30.00,,,,,CAP,,,,,,,3.65,,,,,,,
10,0076394804293,,,,1,,,ENZYMATIC THERAPY,,,,,,ACIDOPHILUS PEARLS,,,,30.00,,,,,CAP,,,,,,,3.65,,,,,,,
11,0076394804299,,,,1,,,ENZYMATIC THERAPY,,,,,,ACIDOPHILUS PEARLS,,,,90.00,,,,,CNT,,,,,,,3.65,,,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,,Long Description,,,Size,,,,,UOM,,,,Date,,,,,Width,,,
"-----------
Totals:",,,"--------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------
---------------
17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 23,   Length: 4' 0.00"",    Height: 0' 6.50"",   Depth: 1' 4.00"",   Product: 3' 11.95""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0069592712127,,,,2,,,DR OHHIRA'S,,,,,,PROBIOTICS,,,,30.00,,,,,CAP,,,,,,,2.15,,,,,,,
2,0069592712125,,,,1,,,DR OHHIRA'S,,,,,,PROBIOTICS,,,,60.00,,,,,CAP,,,,,,,2.55,,,,,,,
3,0063125715870,,,,1,,,RENEW LIFE,,,,,,ULTIMATE FLORA GO PACK 15 BILLION,,,,30.00,,,,,VCP,,,,,,,3.35,,,,,,,
4,0063125715877,,,,1,,,RENEW LIFE,,,,,,ULTIMATE FLORA GO PACK 15 BILLION,,,,60.00,,,,,CAP,,,,,,,3.35,,,,,,,
