HBA Department
34324 Liquid Soap-04' L-Released
",,,,,,,,,,,"Confidential-For Sprouts Use Only
Page 1 / 5",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 7:  Height 1' 0.00"", Length 4' 0.00"", Depth 1' 6.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 6:  Height 0' 7.50"", Length 4' 0.00"", Depth 1' 6.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 5:  Height 0' 9.50"", Length 4' 0.00"", Depth 1' 6.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 4:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 6.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 3:  Height 0' 7.50"", Length 4' 0.00"", Depth 1' 6.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 2:  Height 0' 7.50"", Length 4' 0.00"", Depth 1' 6.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf 1:  Height 0' 6.50"", Length 4' 0.00"", Depth 1' 6.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0063687412022,,,1,,EO,,,,,HAND SANITIZER-LAVENDER,,,,2.00,,,FOZ,,,,Jul 17 2016 1,,,1.20,,,,
16,0063687412133,,,1,,EO,,,,,HAND CLEANSING WIPES LAVENDER 10CT S,,,,10.00,,,CNT,,,,Jul 17 2016 1,,,2.90,,,,
17,0085024400613,,,1,,ELYPTOL,,,,,HAND SANITIZER-GEL-ANTIMICROBIAL,,,,2.00,,,FOZ,,,,,,,1.70,,,,
18,0085024400618,,,1,,ELYPTOL,,,,,HAND SANITIZER-SPRAY-ANTIMICROBIAL,,,,2.00,,,FOZ,,,,,,,1.70,,,,
19,0085024400634,,,1,,ELYPTOL,,,,,HAND SANITIZER-WIPES-ANTIMICROBIAL,,,,10.00,,,CNT,,,,,,,2.95,,,,
,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 5,   Length: 4' 0.00"",    Height: 0' 9.50"",   Depth: 1' 6.00"",   Product: 3' 11.90""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667046613,,,1,,SPROUTS,,,,,HAND WASH-UPLIFTING,,,,17.60,,,FOZ,,,,,,,3.10,,,,
2,0064667046612,,,1,,SPROUTS,,,,,HAND WASH-INVIGORATING,,,,17.60,,,FOZ,,,,,,,3.10,,,,
3,0064667046611,,,2,,SPROUTS,,,,,HAND WASH-RELAXING,,,,17.60,,,FOZ,,,,,,,3.10,,,,
4,0064667046625,,,1,,SPROUTS,,,,,SOAP-CASTILE-UNSCENTED,,,,32.00,,,FOZ,,,,,,,3.20,,,,
5,0064667046623,,,1,,SPROUTS,,,,,SOAP-CASTILE-PEPPERMINT,,,,32.00,,,FOZ,,,,,,,3.20,,,,
6,0064667046624,,,1,,SPROUTS,,,,,SOAP-CASTILE-LAVENDER,,,,32.00,,,FOZ,,,,,,,3.20,,,,
